transcript	st411	st413	st415	st441	st449	st451	st265	st266	st301	st302	st311	st312	st361	st362	st409	st410	st193	st194	st195	st196	st305	st306	st307	st308	st333	st334	st335	st336	st363	st364	st365	st366	st405	st406	st407	st408	st225	st226	st227	st228	st229	st230	st231	st232	st337	st338	st339	st340	st341	st342	st343	st344	st369	st370	st371	st372	st373	st374	st375	st376	st393	st394	st395	st396	st397	st398	st399	st400	st417	st418	st419	st420	st421	st422	st423	st424	st481	st482	st483	st484	st485	st486	st487	st488	st249	st250	st251	st252	st253	st254	st255	st256	st257	st258	st259	st260	st261	st262	st263	st264	st313	st314	st315	st316	st317	st318	st319	st320	st321	st322	st323	st324	st325	st327	st328	st345	st346	st347	st348	st349	st350	st351	st352	st353	st354	st355	st356	st357	st358	st359	st360	st377	st378	st379	st380	st381	st382	st383	st385	st386	st387	st388	st389	st390	st391	st392	st425	st426	st427	st428	st429	st430	st431	st432	st433	st434	st435	st436	st437	st438	st439	st440	st527	st528	st529	st530	st531	st532	st533	st535	st536	st537	st538	st539	st540	st541	st542	st465	st466	st467	st468	st469	st470	st471	st472	st473	st474	st475	st476	st477	st478	st479	st505	st506	st507	st508	st509	st510	st513	st514	st515	st516	st517	st518	st519	st520	st554	st555	st556	st557	st558	st561	st562	st563	st564	st565	st566	st567	st568
aap-1	29.6	95.91	126.09	120.65	38.04	88.06	157.55	219.85	96.16	85.58	113.22	113.46	146.21	80.34	72.77	16.69	34.83	98.31	57.97	86.66	207.42	145.21	100.83	24.74	174.78	208.78	86.15	125.85	164.78	104.4	128.24	0	109.87	44.22	59.03	21.37	90.13	26.78	0	0	0	276.85	0.69	142.96	227.52	273.29	16.89	151.49	167.89	0	0	180.25	57.1	419.4	43.54	141.63	155.24	11.25	41.44	0	201.63	60.78	52.64	314.18	15.72	0	0	0.64	0	0	27.85	42.69	28.98	16.22	0	0	367.95	263.4	159.53	91.99	29.95	32.4	0.58	0.41	3.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	30.17	51.84	82.34	0.75	0	0	0.58	0	0.39	0	0	2.07	245.28	0	0	54.24	170.05	339.96	0	137.79	2.35	232.78	35.98	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.22	0	11.44	0	3.73	0	0	5.71	0.34	0	0	11.47	0	0	0	0	218.88	0	0	0	0	0	0	0.7	0	0	0	0	109.39	0	0	0.4	0	0	7.42	0	0	0.44	0	62.66	331.91	3.43	0	0	19.96	44.34	3.77	0	0	0	0	0	0	0
aars-1	17.62	11.59	0.35	0.13	20.75	0.16	0	55.81	3.31	39.39	9.74	53.5	0	23.97	4.67	30.32	0	0	0	16.73	0	0	0	66.05	0	0	20.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.53	0	0	0	0	0	0	0	1.73	0	0	0	0	0.19	0	0	160.04	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	188.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0.31	0	1.46	0	0	0	0.22	0	0.31	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aars-2	56.48	57.05	64.38	59.26	52.18	99.18	60.5	36.89	115.71	150.67	184.27	148.98	104.75	212.34	68.76	76.55	44.31	128.05	69.41	111.63	164.71	114.75	162.91	170.42	147.12	94.83	224.81	132.48	144.15	30.82	78.81	113.56	58.59	172.88	91.88	29.12	47.29	77.68	126.64	192.87	73.81	84.02	4.09	5.61	72.61	118.82	25.33	65.07	71.59	41.92	91.67	18.03	133.16	263.37	182.34	219.1	132.45	129.34	0	110.71	132.62	40.4	17.71	71.02	127.28	1.09	11.49	81.22	18.12	0	20.33	255.38	53.76	150.48	27.66	181.16	152.01	8.27	61.34	109.21	14.99	0	115.97	68.38	28.64	210.06	76.41	204.37	101.54	37.9	1.08	151.26	105.59	2.75	173.54	120.56	27.39	0	0	948.24	73.2	250.12	0.77	163.03	115.04	18.43	73.33	188.75	59.68	82.51	96.72	218.03	197.16	0.55	317.68	191.15	1.44	125.71	186.84	175.8	225.44	10.01	0.3	0	1.5	0.51	0.53	0.46	0	0	4.32	0	0	204.57	6.62	0	26.59	43.95	29.12	0	0	5.87	39.52	0	6.17	267.8	79.96	24.35	44.85	1.74	48.68	2.16	113.36	14.42	1.45	0	0.37	0	2.42	39.54	267.11	9.93	4.34	2.69	8.42	147.16	133.68	7.18	7.15	0.55	228.42	192.28	79.03	26.42	1.82	189.6	144.57	12.77	17.33	100.07	59.01	24.79	74.88	9.48	5.85	3.26	4.52	7.09	955.95	0	31.83	3.05	167.78	303.9	0.55	214.45	272.54	0.18	134.67	34.42	2.43	0.85	10.97	2.15	246.53	309.73	249.01	10.15	30.96	134.93	238.82	3.6	0.74	0.14	75.54	4.61	242.68	0.75	6.66
aat-1	6.17	0	0	2.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.96	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	109.78	0	0	0	0	0	0	0	0	0	0	0	0	0	36.53	0	0	0	0	0	0	0	10.89	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.02	0	0	0	0	0	0	0	0	0	0	0	0	102.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aat-2	3.22	15.09	0	0	0	1.77	0	0	4.19	4.67	13.96	0	31.4	0.24	13.32	78.15	0.87	0	0.86	0.38	0.86	91.13	16.68	0.27	0	0	0	0	0	0.24	0.76	0	0	0	32.39	0.49	0.34	0	0	0.55	0	166.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.21	0	0	0.94	45.41	0	0	0	0	0	0	108.17	0	0	0	0	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28	0	0	0	0	0	110.86	0	0	0	0	0	13.88	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	60.29	253.72	0	0	0	53.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0.57	810.53	4.29	11.25	0	0	0.94	0	0	0	0	0	0	0	3.07	248.58	0.3	0
aat-3	17.12	22.14	0.24	45.66	1.35	0.22	53.21	0	47.46	13.66	49.32	56.88	61.57	33.65	23.33	21.52	53.95	11.29	15.25	0	0.29	1.89	77.78	40.68	0	13.74	72.98	2.43	95.59	49.18	2.29	0	28.88	0	30.08	17.57	0	0	0	7.75	0	0	0	0.37	31.07	7.76	123.41	4.36	1.83	0	0	2.74	239.11	0	0	26.88	0	0	0	0	0	3.44	0	0	32.03	0	0	3.31	0	0	3.58	0	22.83	0	147.08	0	7	17.46	5.05	0.9	0.3	0	0.6	22.17	0	0	0	0	0	0	0	314.49	0	0	9.56	0	0	0	0	0	137.44	0.39	0	20.39	0	3.56	0	93	0.71	0	0	0.36	9.99	0	68.97	0.89	0.41	0	0	0.34	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	200.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.86	0	0	0	80.96	0	48.49	0	0	0	0	0	0	0.62	0	0	0	0	0	0.72	0	0	332.13	0	0	60.46	0	0	0	0	0	0	0	0	0	0	0	0.2	2.35	0	0	208.46	25.79	185.29	0	0.2	0.77	199.05	0.59	1.21
aat-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aat-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aat-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aat-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aat-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0
aat-9	8.69	1.59	1.02	3.02	0	0	3.55	0	2.83	2.29	5.51	13.36	1.54	5.63	22.34	0	0	17.86	0	0	1.48	1.9	0	0.69	7.38	8.81	6.83	0	1.45	5.6	0	0	0	12.25	0	0	0	0	0	0	0	0	0	0	60.78	6.39	34.87	29.81	42.7	0	1.9	0	23.36	32.11	0	0	2.46	0	0	0	4.07	0	0	7.72	2.09	0	0	0	0	0	7.19	0	0	0	0	0	0	0	0	0	0	0	0	0	109.49	0	7.53	0	38	0	0	0	0	0	0	0	0	0	0	0	35.01	16.63	805.14	0	6.6	0	12.04	13.46	17.18	0.8	40.99	0	275.13	0	0	133.52	0	50.43	4.05	0.89	1.21	0	44.12	0	0	0	17.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.88	0	0	0	0.27	50.53	15.92	0	0.32	20.29	315.49	0.38	59.45	0.32	116.82	0	0.38	0	38.14	30.79	0	0.62	0	0	0	0	0	0	0	0	0	37.03	6.57	0	0	0	0	0	19.4	141.57	0.81	26.58	0	0	121.37	165.15	94.26	14.01	3.3	0.21	0.26	0
abce-1	30.8	45.02	164.37	32.08	3.82	25	5.05	0.61	37.95	12.55	24.11	38.07	4.22	1.6	73.9	0	49.82	83.7	64.49	0	39.17	20.16	97.02	10.33	24.2	3.58	44.22	0.98	7.69	7.49	20.56	208.24	74.91	68.4	32.57	28.49	1.91	84.45	0	0	0	7.53	89.05	0	138.33	0	2.54	9.59	19.17	4.07	17.84	60.71	9.9	0	16.43	1.85	7.35	55.56	0	0	46.35	37.93	131.58	11.42	3.29	9.63	149.08	1.87	0	0	55.02	64.25	84.13	20.53	8.66	131.05	21.24	44.76	45.39	41.65	4.74	0.27	13.75	0.79	1.46	0	27.44	8.28	184.16	0	0	0	6.84	92.03	0	0	0	0	0	0	12.25	4.37	0.73	31.77	0	19.53	461	15.48	0.34	38.88	18.06	136.92	0.78	0	23.41	9.68	70.65	10.48	17.05	321.36	144.86	8.84	37.12	179.4	62.33	0	53.41	1.72	18.5	17.97	39.28	0	0	8.55	13.14	102.68	27.38	0	0	0	0	0	0	0	0	4.92	2.4	60.76	0	0	0	0	1.34	0	44.23	22.69	223.08	0	392.06	20.25	0.74	0	152.9	89.08	13.83	0	3.71	10.11	0	7.73	0.27	8.85	4.34	0	0.57	0	75.93	0	1.65	46.86	50.82	363.09	55.18	0	0	70.58	4.65	43.84	0	0	117.18	0.52	104.67	361.95	63.49	0	1.16	14.62	0	21.54	0	0	0	0	0	0.23	0.37	0.89	0	89.56	0.33	38.52	0.28	23.45	184.03	1.44	402.86	17.35	9.1
abcf-1	183.69	199.8	172.18	95.29	95.72	114.92	118.09	114.86	110.03	153.34	173	151.92	232.62	183.05	192.48	99.74	108.5	132.92	170.47	215.17	241.48	236.92	206.91	202.79	157.48	202.69	119.67	153.77	251.58	206.44	283.38	98.4	208.64	138.67	363.13	179.05	395.52	339.86	238.94	59.78	0	82.27	48.88	150.53	151.02	232.34	214.89	82.56	122.38	79.41	262.81	264.95	151.76	141.79	533.94	47.2	76.74	140.79	208.55	15.2	227.66	47.92	75.78	228.58	325.58	272.84	1162.56	10.22	46.46	148.18	373.08	58.49	759.93	69.26	86.68	63.46	393.91	250.31	182.28	149.16	56.06	0.74	245.77	106.86	18.61	70.14	172.03	92.91	0	609.29	364.53	347.03	87.68	0	0	0	0.61	161.3	320.95	0	117.12	105.98	0.66	241.03	285.33	8.64	251.09	65.63	254.15	260.18	306.64	9.85	230.4	417.64	0	63.21	181.71	174.73	91.88	216.61	73.47	392.93	180.39	0	256.79	0	139.95	527.4	254.01	70.89	40.43	0	0	0	40.41	0	0	201.12	0	243.63	0	0	0	0	0	12.95	121.06	330.27	0	1.48	573.52	18.48	62.84	1791.93	21.68	168.76	271.42	0	1.18	2.05	18.97	0	0	23.97	101.11	158.29	16.05	23.66	6.11	50.87	95.62	115.48	482.9	86.74	158.06	21.26	17.68	220.41	0.38	31.27	21.52	107.25	65.47	87.83	132.81	39.3	228.01	454.69	0	110.48	0.8	0	0	33.1	180.31	16.58	90.8	497.51	12.41	6.54	0	0.49	5.47	306.72	631.95	31.15	352.87	86.75	105.84	82.21	208.32	308.15	0.76	1.17	21.01	13.8	309.95	0	2.07
abcf-2	172.82	186.02	120.56	146.38	115.64	150.19	130.74	138.59	126.46	154.32	178.15	179.45	136.99	175.06	145.67	187.29	122.39	218.76	162.92	109.66	201.96	186.84	222.83	244.48	182.02	204.21	161.25	42.38	113.09	11.02	137.16	330.13	111.63	132.39	174.75	266.42	150.92	312.17	318.94	171.2	7.73	183.09	221.03	370.72	240.19	88.21	214.21	212.39	105.19	297.57	221.85	183.4	376.25	78.67	220.25	235.51	173.89	339.28	11.74	285.93	196.85	281.01	191	221.26	171.25	305.32	294.08	256.16	0	43.9	284.37	540.29	201.96	131.91	91.05	42.87	219.13	166.06	175.02	350.52	767.96	446.17	289.08	438.26	133.91	265.37	157.67	154.57	65.94	337.4	77.73	77.49	477.49	138.9	166.96	1027.61	93.51	0	36.92	196.05	34.7	283.2	9.4	333.68	273.07	427.2	312.97	294.75	306	235.96	81.74	134.05	303.38	10.84	1.22	198.85	101.84	163.78	275.08	203.3	160.84	301.4	84.56	450.3	25.36	172.28	104.6	183.61	116.93	240.41	18.66	0	0	48.44	132.19	321.96	220.28	385.26	83.88	625.72	30.34	0	192.34	13.04	696.33	556.13	75.61	664.02	326.44	569.53	226.32	0	273.16	234.71	249.44	287.02	131.49	1474.17	155.22	30.95	230.63	0	229.31	112.43	443.93	299.52	271.08	51.4	27.17	408.19	80.33	301.48	336.93	320.91	1234.37	503.16	183.76	140.67	371	196.92	291.84	235.46	36.58	305.89	287.54	359.93	304.33	64.12	0	982.02	245.36	30.37	653.01	90	292.89	90.01	93.48	226.2	101.98	98.78	458.09	26.8	29.18	44.08	7.8	43.56	148.69	286.19	117.6	317.64	279.34	323.53	156.74	221.26	372.82	595.04	668.19	107.33	534.85
abcf-3	62.4	76.69	52.55	26.11	25.15	34.39	64.59	41.85	11.94	40.22	26.14	52.86	65.22	27.41	1.81	18.78	22.44	15.76	23.89	27.81	1.73	5.7	0.22	102.39	27.42	104.55	35.92	0.79	1.09	0.18	0	0	19.02	22.42	4.73	90.23	43.11	311.5	3.73	0	0	3.45	0	5.06	0	28.27	0	31.84	4.73	0	0	0	0	0	6.47	229.31	0	0	0	52.13	0	136.69	0.19	0	31.69	0	127.93	71.74	0	0	118.78	0	10.49	0	6.94	22.35	0.78	243.54	0.13	2.03	0	0	2.02	0	0	30.88	2.83	0	0	174.54	0	0	0	0.83	0	0	35.33	0	1.43	0	0	20.41	0	0	1.28	0	0	0	0.27	0	75.6	39.83	1.26	0	0	220.57	134.91	5.3	0	111.87	136.25	0	0	0	0	20.66	0	0.69	0	69.61	0	1.36	0	0	81.12	0	0	0	0	0	183.88	0	0	0	0	0	79.05	0	0.83	0	0	3.25	140.63	631.38	1.09	388.95	0.55	0	0	0	0	0	0	0	0	0	34.58	0.39	0	1.44	181.34	0	101.85	135.62	0.46	0.28	240.09	0	0.33	86.12	0.28	0	0	0	0	117.12	170.68	0	0	0.5	0	0	0	0	288.72	0	0	0.27	0	0	14.64	0	0	0	0	0	0.15	1.07	23.3	101.54	0	0	0	0	0.15	0	0	0	2.74
abch-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcx-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
