AB	ABa	ABal	ABalx	ABar	ABarx	ABp	ABpl	ABplx	ABpr	ABprx	C	Cx1	Cx2	D	E	EMS	Ea	Ep	MS	MSx1	MSx2	P0	P1	P2	P3	P4
B0336.5	292.052	318.806	405.946	177.495	190.164	174.32	381.796	372.328	110.343636363636	259.828	83.7908333333333	216.892	219.866	70.8833333333333	231.98	236.154	314.504	245.98	24.1966666666667	240.464	80.622	35.96	246.582	294.05	327.75	339.814	348.611666666667
B0336.7	35.54	21.816	14.794	11.874	3.036	30.1541666666667	17.136	74.826	30.13	1.116	2.1725	10.34	20.944	22.6933333333333	6.68666666666667	0.992	30.694	0	0	0.134	0	0.0957142857142857	23.834	20.786	39.156	16.808	14.8
B0348.2	0	0	0	0	66.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0350.70	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
B0361.11	0	0	0	0	0	0	12.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216	0	0	0	0
B0361.2	375.818	602.568	675.35	435.013	525.966	318.8425	727.868	672.118	398.746363636364	371.58	327.100833333333	380.464	141.358	601.431666666667	172.501666666667	408.012	582.23	0	28.77	438.992	6.026	215.852857142857	381.962	333.202	556.636	516.886	20.6666666666667
B0361.3	161.168	141.078	118.942	21.78	61.088	30.6491666666667	154.208	67.532	25.1436363636364	187.506	8.80666666666667	88.634	85.75	4.295	258.253333333333	91.784	167.926	25.91	64.86	61.916	30.214	20.6928571428571	126.546	159.382	134.798	94.786	38.5133333333333
B0361.6	159.224	131.784	165.51	95.137	88.548	60.3133333333333	146.648	74.008	31.0018181818182	158.88	60.0808333333333	281.202	78.488	78.2716666666667	202.715	73.45	117.236	78.8075	2.69666666666667	33.612	37.596	33.1528571428571	131.346	182.576	146.996	154.774	107.176666666667
B0361.8	217.21	245.06	146.208	27.901	57.436	30.5983333333333	201.684	209.356	0.0418181818181818	78.782	4.9175	212.598	100.77	4.71333333333333	49.0383333333333	206.944	204.108	0.97	0.0633333333333333	156.83	1.692	0.191428571428571	196.214	211.08	233.516	284.078	100.718333333333
B0361.9	42.374	89.58	40.408	12.863	22.02	35.7291666666667	89.62	0.1	46.55	40.1	12.5875	41.52	47.138	79.7033333333333	1.90166666666667	38.662	40.778	8.4475	2.46	0	0.114	0	23.678	49.858	38.58	39.34	0
B0365.1	33.212	19.046	0	0	9.86	0	9.098	1.43	0	1.59	0.49	4.98	0	0	0.151666666666667	0.932	16.688	0	2.18	0.09	0	0	37.964	34.08	28.984	7.776	0
B0365.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	2.52142857142857	0	0	0	0	0
B0379.1	3.394	0	7.708	0	0	0	0	0	0	0	0.109166666666667	0	0	0	0	0	0	0	0	0	0	0	4.762	0	0	0	0
B0391.10	0	0	0	0	0	10.99	0	0	0.711818181818182	0	0.0666666666666667	0	0	0.688333333333333	0	0.136	0	0	0	0	7.93	0	0	0	0	0.152	0
B0391.8	7.45	13.102	0	0	0	0.0316666666666667	0.852	0	0	0	0	0.128	55.826	0.0633333333333333	0	20.33	0	0	0.105	0	0	0	2.902	0.082	18.002	0	0
B0393.3	277.11	356.542	364.856	315.286	382.506	427.681666666667	363.242	493.896	369.3	481.904	351.894166666667	314.394	588.232	302.658333333333	249.633333333333	368.31	343.308	148.36	95.2433333333333	223.626	560.242	183.74	290.2	307.414	322.674	236.38	383.15
B0393.6	168.276	121.402	1.234	7.364	40.704	0	151.624	18.588	0	15.708	0	116.644	1.128	0.946666666666667	96.42	3.142	138.51	0.4	0.0983333333333333	3.91	0	11.8142857142857	127.148	142.74	189.95	209.038	144.856666666667
B0393.9	0.284	11.238	0	11.919	0	0	24.472	0	0	0	0	11.754	0	0	0	0	11.326	0	0	0	0	0.178571428571429	26.742	12.374	4.556	0	0
B0395.3	37.382	9.696	0.074	16.711	6.618	25.1166666666667	15.074	27.738	2.18545454545455	0.256	0	24.522	27.928	4.41833333333333	0.771666666666667	78.878	24.798	0	1.82166666666667	25.088	13.41	1.32142857142857	27.54	33.608	30.436	30.338	149.655
B0399.t3	0	0	0	0	0	15.0758333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0403.5	0	0	0	0	22.38	0	0	0	0	0	0.2475	0	0	0	0	3.322	0	0	0	0	0	0	0.032	0	0	0	0
B0403.9	0	0	0	0	2.5	0	0	0	0	0	1.61166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0410.3	0	8.452	68.392	75.547	0	44.9125	3.308	13.58	102.578181818182	160.756	18.165	48.404	64.294	0.345	1.04833333333333	111.154	58.348	1.6125	4.88833333333333	25.328	0	47.4428571428571	7.98	0	0	0.17	0
B0412.3	41.55	48.45	79.254	42.528	46.99	13.09	25.72	26.324	41.3018181818182	22.256	39.1091666666667	17.916	3.534	9.165	3.55	7.85	52.776	2.01	0.853333333333333	84.84	47.566	11.2314285714286	30.306	32.414	30.196	3.57	0.0666666666666667
B0412.6	0	0	0	0	0	0	0	0	0	0	5.99166666666667	0	0	0	0	0	1.412	0	0	0	0	0	0	0	0	0	0
B0412.7	0.618	0.39	0	0	0	0	1.404	0	0	0	8.4275	0	0	0	0	0	0	3.6625	0	0	0	38.76	0	0	0	0	0
B0416.3	1.342	1.744	2.054	0	1.032	0	2.572	7.864	28.64	0.594	0.4825	1.838	1.734	0.65	9.30666666666667	0	0.908	0	0	2.286	0	0	2.164	2.454	2.732	1.676	2.635
B0416.4	103.54	62.532	152.904	93.703	123.726	58.5141666666667	152.898	142.634	10.4863636363636	123.02	103.8275	86.236	22.12	38.1183333333333	29.6833333333333	204.374	100.626	38.555	48.1983333333333	35.788	74.578	64.2371428571429	101.108	55.278	86.868	231.774	153.621666666667
B0416.5	237.212	264.18	263.394	487.965	332.438	414.799166666667	299.746	304.208	274.872727272727	269.996	318.111666666667	254.614	185.698	413.19	88.5383333333333	289.68	234.624	216.32	665.525	285.726	386.008	386.505714285714	266.184	157.106	224.94	82.666	234.351666666667
B0432.1	0.99	0	1.376	0	0	0	0	2.166	0	0	0	5.75	0	0	0	15.048	0	0	0	0	0	0	0.938	0	0	0	9.94833333333333
B0432.10	33.86	41.622	14.288	17.485	4.246	8.81916666666667	39.07	22.038	12.43	55.23	3.355	13.212	0.216	2.78833333333333	108.415	29.17	25.284	5.9725	0.138333333333333	0	3.588	75.7785714285714	54.314	53.076	23.024	41.324	2.295
B0432.13	68.494	68.33	24.37	10.327	45.796	26.6933333333333	84.322	112.766	30.1190909090909	107.254	41.5325	32.554	86.012	0.493333333333333	99.51	79.856	78.578	58.1475	70.5533333333333	11.382	16.992	7.03428571428571	74.38	30.102	75.502	142.692	13.2783333333333
B0432.14	16.696	12.514	27.634	1.25	33.478	2.62333333333333	26.72	59.31	0.156363636363636	66.816	4.83583333333333	44.58	0	37.025	0	0.266	20.744	0	0	15.702	4.616	0.571428571428571	36.884	15.364	24.442	5.572	6.81166666666667
B0432.6	15.296	0.226	25.04	0.068	43.044	17.9466666666667	24.63	28.856	0	1.654	0	3.632	0	0	0	0	16.134	0	0	0	0	0	14.104	10.302	4.168	0	0
B0432.7	0	0.458	0	12.886	2.26	2.7825	0.208	0.51	0	4.532	0	0	0	0	0	0.052	0	0	0	0	0	0	0.03	6.572	0	0.07	0
B0432.8	18.44	11.958	3.754	0	1.03	0	12.126	18.364	0	0.868	0	19.114	0	0	0	0	47.994	0	1.105	0	0	7.16428571428571	52.816	44.192	12.438	40.288	0.19
B0432.9	0.068	1.606	5.118	19.755	0	8.755	0.33	0.956	0.0272727272727273	10.42	0	0	2.312	0	0	0	7.368	4.855	0	0	0	0	2.486	0.108	0.352	0	0
B0454.6	0.73	0	0.198	0	0	2.655	0	0.052	1.28909090909091	0	9.66083333333333	0	0.16	0	0.455	0	0.44	2.1025	0	24.118	9.468	0	1.6	0	5.41	0	0
B0454.8	0	0	0	0	0	0	0	0	0	0	0	6.494	2.31	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0
B0454.9	14.566	2.058	8.232	9.507	23.494	15.845	17.608	29.896	15.3372727272727	20.316	1.64083333333333	43.04	0.126	19.625	2.36833333333333	30.79	12.596	0	14.96	27.512	0	11.8957142857143	14.642	29.464	11.026	0	0
B0457.19	0	0	0	0	0	5.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0457.2	0	0	0	0	11.856	0	0	0	0	0	0	0	0	0	0	0.176	0	0	0	0	0	0	0	0	0	0	0
B0457.6	0	0.252	0	0	0	0	0	0	0	0	0	9.182	0	0	0	0	0	0	0	0	0	0	0.838	0	5.472	0	0
B0462.1	0.054	0	6.362	0	0	0.0608333333333333	0	0.682	0	0	0.0308333333333333	0.284	0	0	0	15.698	0	0	24.0266666666667	0.142	0	35.3457142857143	0	0	0	0	0
B0462.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61	0.502	0	0	3.194	0	0	0	0	0	0	0
B0464.2	323.268	307.062	258.514	483.366	311.056	471.750833333333	429.312	592.336	596.984545454545	324.48	557.555833333333	331	265.824	434.101666666667	156.483333333333	354.99	353.574	781.5425	500.405	206.148	639.524	370.58	243.694	254.852	254.646	497.616	407.091666666667
B0464.6	205.66	223.736	120.314	26.41	38.902	31.76	199.698	160.388	51.0463636363636	79.164	44.4516666666667	188.93	154.218	83.7083333333333	289.916666666667	189.768	166.446	49.0475	17.21	76.326	136.482	79.1157142857143	154.492	137.498	222.468	147.474	198.001666666667
B0464.9	106.776	106.478	115.896	25.897	96.342	64.8091666666667	132.636	60.45	119.826363636364	162.266	60.6883333333333	77.866	150.638	121.068333333333	556.04	197.324	94.206	150.74	12.24	135.966	87.978	31.1342857142857	81.928	106.176	192.374	255.446	88.8566666666667
B0491.1	2.878	2.188	0	11.544	0.27	10.8091666666667	0	14.666	10.6109090909091	4.444	17.6525	0.32	3.54	19.0316666666667	0	0	0.85	9.65	0.115	0	0.106	83.3228571428571	3.874	8.672	1.39	0	0.05
B0491.5	173.794	186.758	315.562	248.714	242.284	226.670833333333	264.906	281.662	189.729090909091	299.856	243.803333333333	229.588	578.068	422.981666666667	230.94	449.26	175.694	98.815	213.863333333333	125.01	229.496	240.721428571429	165.932	173.61	244.214	143.798	250.628333333333
B0491.6	115.604	115.77	88.074	42.573	61.014	2.12333333333333	75.078	16.392	12.6263636363636	2.228	10.2608333333333	77.866	120.164	118.933333333333	2.91333333333333	94.124	120.554	61.3025	2.73166666666667	34.7	35.876	0.522857142857143	64.272	105.95	80.318	116.062	56.93
B0491.7	20.596	49.754	10.302	12.859	103.538	0.385	25.66	76.492	19.0972727272727	66.624	10.0108333333333	85.594	1.156	42.6883333333333	5.24166666666667	7.25	26.372	4.0225	20.2983333333333	47.644	0	6.43428571428571	74.886	7.61	32.344	245.058	47.355
B0495.16	0	0	0	0	0	0	0	0	0	0	0	14.304	0	0	0	0	0	30.7325	0	0	0	0	0	0	0	0	0
B0495.2	95.458	98.744	89.022	6.362	179.498	8.46083333333333	110.236	86.624	1.62454545454545	108.582	32.3141666666667	97.222	51.936	59.9316666666667	75.4366666666667	70.032	129.994	3.43	9.16166666666667	97.842	1.434	0.421428571428571	43.592	79.328	90.69	62.606	115.475
B0495.5	34.664	12.912	14.372	24.252	77.028	0	57.272	55.524	25.6381818181818	16.334	11.5741666666667	19.268	47.814	11.6666666666667	27.1933333333333	5.166	45.622	99.7925	14.7066666666667	0	0	18.7114285714286	30.172	21.442	5.016	61.622	0.113333333333333
B0495.6	28.816	61.992	48.434	39.019	123.634	41.0525	63.228	59.166	31.6527272727273	77.968	34.0483333333333	85.932	8.942	55.445	58.2783333333333	34.012	32.744	27.8675	115.335	27.888	1.308	26.29	70.878	88.19	64.348	153.798	36.39
B0495.7	101.814	62.386	44.35	64.34	72.532	57.2208333333333	75.396	97.946	27.8118181818182	58.342	38.0925	77.736	65.544	46.7383333333333	44.7483333333333	86.564	68.676	61.635	20.9066666666667	39.578	82.72	71.7628571428571	30.364	21.362	45.526	7.78	101.26
B0495.8	100.916	113.698	162.724	132.192	96.364	101.251666666667	101.254	97.234	156.636363636364	260.012	100.648333333333	121.424	76.674	397.453333333333	373.745	48.886	113.234	454.89	3.80833333333333	44.614	0.272	119.638571428571	97.73	121.358	112.474	124.01	63.9266666666667
B0495.9	216.418	221.942	276.61	128.974	291.228	145.035	357.736	353.69	131.262727272727	169.252	121.394166666667	461.468	173.91	205.395	386.001666666667	478.642	289.884	65.325	136.271666666667	252.148	99.76	118.524285714286	137.766	234.742	199.346	203.028	446.98
B0507.1	0	1.854	0.046	0.562	0	0	0	0	9.75363636363636	0	0	0	0.85	0	0	0	0	0	0	0.16	0.126	0	0	3.46	0	0	0
B0507.2	46.376	15.378	0.79	12.438	32.754	31.7541666666667	28.786	0.076	0.681818181818182	29.562	21.0158333333333	70.78	1.168	0.858333333333333	18.0816666666667	101.156	23.174	0	0	46.142	3.774	0	15.07	21.266	6.302	1.676	34.08
B0511.11	18.268	32.008	3.448	13.877	1.354	4.445	0.306	21.432	29.5381818181818	0	3.8225	0.06	0	0	0	44.526	0	0	0	0.106	6.23	0.0857142857142857	1.196	7.638	0	0.074	0
B0511.12	52.026	18.252	14.58	6.813	7.494	11.5266666666667	17.844	36.532	10.2109090909091	0.712	2.59916666666667	49.206	14.308	13.0433333333333	30.73	5.692	33.014	5.41	5.22666666666667	18.106	20.854	22.25	37.124	48.576	71.248	40.634	46.2783333333333
B0511.13	80.298	89.23	104.774	16.765	49.54	37.9183333333333	87.144	81.016	29.8527272727273	43.838	1.525	110.686	12.526	6.00833333333333	91.9883333333333	82.532	80.564	118.305	0.473333333333333	17.436	11.394	22.6885714285714	123.606	70.368	87.096	102.568	127.596666666667
B0511.6	78.026	116.538	79.694	180.63	146.434	105.823333333333	112.074	178.524	102.398181818182	74.746	108.640833333333	102.484	128.094	286.705	175.558333333333	274.19	69.778	48.91	97.195	73.926	88.238	113.488571428571	82.114	68.346	85.104	97.454	94.42
B0511.7	132.124	203.544	192.084	147.223	164.186	215.320833333333	257.09	221	231.189090909091	312.268	126.921666666667	277.774	231.896	286.716666666667	145.088333333333	282.04	228.076	61.1975	13.6333333333333	231.21	154.688	171.287142857143	186.472	196.228	132.078	120.19	286.6
B0513.2	119.896	219.436	294.792	282.417	372.666	394.6825	193.384	315.122	337.691818181818	282.986	417.245833333333	350.942	509.602	355.953333333333	576.331666666667	377.356	169.422	335.72	284.69	361.1	467.678	208.432857142857	197.238	211.306	246.02	416.23	179.845
B0513.4	0	0	0	0.46	0	0	2.63	0	0	0	105.219166666667	0	0	0	0	0	0	0	0	0	9.766	0	0	0	0	0	0
B0513.5	0	0	0	0	0	0	0	0	8.46818181818182	0	0	0	0	1.45	0.1	0	0	0	0	0	0	0	0	0	0	0	0
B0513.6	0	0	0.498	1.939	4.472	2.17416666666667	0	0.414	6.11090909090909	0.142	0.28	0	0	2.04666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
B0546.2	104.464	132.338	136.332	161.357	137.29	121.69	129.386	210.712	83.2427272727273	256.888	78.7933333333333	126.138	132.046	116.22	238.901666666667	118.25	117.818	91.8475	15.6516666666667	127.352	63.596	32.1942857142857	77.812	127.736	143.42	85.692	116.271666666667
B0546.3	0	0	0	0	0	0	0	0	0	0	0	0	0.216	0	16.7016666666667	0	0	0	0	0	0	0	1.268	0	0	0	0
B0546.4	30.98	43.052	33.952	8.032	22.526	11.1641666666667	46.884	102.328	38.5918181818182	39.61	71.2508333333333	30.686	0	0	44.9183333333333	35.29	37.458	26.61	0	30.386	3.786	0	38.88	42.768	45.31	107.97	21.7466666666667
B0554.1	0	0	0	0	0	1.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0554.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.076	0	0	0	0	0	0
B0554.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.97	0	0	0	0	0	0
B0554.4	0	0	0	0.321	0.374	0	0	0	0	0	0	0	0	0	0	0.292	0	19.1575	0	0	7.468	0.0457142857142857	0	0	0	0	0
B0554.5	0	0	0	0	0	0	0	30.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0563.1	0	0	103.958	20.359	87.758	7.25666666666667	0	128.166	98.6954545454546	161.432	1.68666666666667	0	0	2.205	0.796666666666667	2.074	0.354	0	0.291666666666667	23.142	37.67	1.45285714285714	0	3.138	0	0.258	0
B0563.10	0	0	0.17	0	0	0	0	57.682	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15714285714286	0	0	0	0	0
B0563.6	1.87	0	0	0	0	1.385	0	5.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19	0	0	0	0
B0563.7	0	0	0	0.27	0	0	0	0	0	0	1.83166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0563.8	0	0	0	22.658	4.504	50.4625	0	13.9	11.0527272727273	15.614	22.6641666666667	0	0	0	0.623333333333333	0	0	0	0	2.648	122.356	103.25	0	0	0	0	0
B0563.9	0	0	0	0	0	0	0	6.218	0	0	34.7683333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0564.11	42.668	100.02	52.594	61.207	110.042	32.6075	68.234	80.49	26.6109090909091	56.068	51.9	41.508	57.068	34.8116666666667	45.2483333333333	50.266	55.678	2.58	35.6266666666667	100.446	17.732	35.6142857142857	62.274	23.908	24.22	21.67	85.0266666666667
B0564.2	29.652	25.454	21.976	4.34	54.76	13.9975	18.858	48.584	1.77181818181818	43.176	15.9141666666667	15.99	0	0	0	0	27.192	0	116.553333333333	0	0	2.72	31.628	21.936	8.226	1.022	0
B0564.7	57.72	3.69	0	8.518	5.314	0	22.482	0	0.09	0.228	0	25.34	0	0	59.0066666666667	4.802	43.342	0	0.65	23.232	2.274	0	72.314	77.592	81.454	53.734	4.68
BE0003N10.1	15.426	5.4	0.146	0.035	0	0	5.29	0.046	0	0.75	5.04666666666667	3.778	0	0	4.89	1.336	12.966	0	0.103333333333333	0	24.316	0	14.396	14.732	5.588	13.234	11.8633333333333
BE0003N10.3	0.6	0.028	0	4.004	0	0	0	0	0.0245454545454545	0	0	0	0	0	0.0416666666666667	0	3.094	0	0	0	0	0	1.914	0.252	0.316	0.136	0
BE10.3	0	0	0.72	71.31	12.2	16.1925	0	0.034	23.9736363636364	1.954	8.21	0	1.45	3.71666666666667	0.256666666666667	0	0.19	1.785	6.3	0	56.032	1.32428571428571	3.266	3.8	0	0	0
BE10.4	4.628	5.644	1.112	1.226	6.306	0.6775	1.024	6.41	2.74545454545455	15.238	0.495833333333333	0.084	0.1	2.38666666666667	5.64	0.2	3.056	0	0.575	0	14.988	0	10.522	4.236	4.41	15.87	2.68833333333333
BE10.5	0	0	35.082	2.34	0	0	0	0	36.58	0	17.7891666666667	1.958	0	22.8283333333333	0	0	0	24.1375	0	0	5.396	15.7414285714286	0	0	0	0	0
C01A2.1	0	0	0.056	22.016	0.092	4.9825	0	0	10.4109090909091	0	51.8258333333333	0.048	57.344	0.826666666666667	0	7.238	0.032	20.705	23.4283333333333	0.056	17.44	0.652857142857143	0	0	0	0	0.208333333333333
C01A2.2	5.108	41.122	2.552	0	0	0	0.35	0	2.33818181818182	0	6.85416666666667	0	0	0	0	0	71.248	0	0	0	0	1.77142857142857	0.97	1.39	0	0	0
C01A2.3	60.89	32.64	4.366	0.033	0	0.231666666666667	20.038	1.262	1.47090909090909	0	0.319166666666667	68.878	1.056	1.55666666666667	0	0.068	58.306	1.445	16.1716666666667	12.598	6.58	16.3557142857143	85.52	17.108	44.034	8.038	41.7233333333333
C01A2.4	72.796	99.052	166.36	108.464	149.164	43.4258333333333	108.542	172.202	87.17	61.042	124.759166666667	257.274	12.84	14.91	218.355	290.042	97.194	17.2775	22.4166666666667	67.624	204.12	7.29857142857143	133.57	74.044	104.55	148.156	60.1416666666667
C01A2.5	394.77	462.408	369.106	559.105	429.39	507.080833333333	365.7	540.18	662.891818181818	524.996	631.478333333333	498.702	501.49	348.355	111.995	457.244	409.1	353.335	198.1	246.522	242.672	412.468571428571	365.742	362.596	405.334	253.474	186.333333333333
C01A2.8	0	0	0	0	0	2.18916666666667	0	0	171.333636363636	0	0	0	0	123.343333333333	0	0	0	0	0	0	4.58	0	0	0	0	0	0
C01A2.9	0	0	0	1.875	21.796	0	0	0	0	0	1.56333333333333	0	0	0	0	0	0	41.11	23.7066666666667	0	0	0	1.752	0	0	0	0
C01B10.11	0	0	0	0	0	1.49833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01B10.3	0.836	0.226	0	0	0.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.342	0	0	0	0
C01B10.4	0	0	0	0	0	0	0	0	0	0	17.7066666666667	0	0	0	0	0	0	0	2.83333333333333	0	0	0	0	0	0	0	0
C01B10.8	105.296	125.386	61.01	0	72.072	2.68916666666667	130.172	100.89	0.0427272727272727	55.202	0.191666666666667	126.89	1.562	0.335	15.99	18.132	103.48	1.9275	0.228333333333333	0.27	18.312	143.724285714286	126.754	111.488	134.926	141.36	9.39333333333333
C01B10.9	99.858	98.142	52.044	14.984	65.67	7.59833333333333	153.89	65.922	34.3927272727273	105.068	3.46916666666667	114.746	51.834	30.54	82.315	13.154	73.254	80.67	0	54.938	0	1.88571428571429	120.982	65.348	56.424	89.384	22.0016666666667
C01B12.2	23.524	11.938	9.254	18.19	19.8	4.21166666666667	28.61	0	0	0.48	0	28.136	0	8.985	0	8.092	56.174	0	22.3816666666667	3.386	0	0	67.688	24.148	22.67	0.158	0
C01B12.8	85.658	96.71	57.994	33.079	116.758	17.9825	94.714	66.134	17.0327272727273	61.352	1.165	93.718	74.652	14.04	126.983333333333	84.614	58.862	0.1075	17.6116666666667	26.892	23.812	43.8671428571429	101.308	118.104	76.448	148.47	75.4816666666667
C01B12.9	17.486	2.838	20.534	28.788	10.074	65.0625	2.822	7.736	8.93727272727273	58.376	114.6625	5.874	4.592	0	0	21.008	5.396	0.4225	175.118333333333	7.538	90.588	22.0785714285714	39.146	0.462	6.12	5.022	1.63833333333333
C01B9.1	0	0	0	0	0	4.15583333333333	0	0	0	0	0	0	0	0	0	7.128	0	0	0	0	0	0.0928571428571429	0	0	0	0.024	0
C01B9.3	0	8.932	0	0	0	17.8716666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01B9.4	0	0	0	0	0	0.664166666666667	0	0	1.62909090909091	0	0.6325	0	10.884	0.368333333333333	0	0	0	0	0.335	0	0	0	0	0	0	0	0
C01B9.5	0	0	0	0	0	0	0	0	25.8763636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01C10.2	0	0	13.01	1.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01F1.1	125.294	119.244	196.608	198.526	68.486	154.455	85.908	137.158	174.969090909091	161.292	174.256666666667	95.162	139.272	30.355	74.8683333333333	172.188	67.592	313.06	21.14	93.462	74.272	29.3557142857143	64.798	93.078	120.324	166.83	120.185
C01F1.3	0	0	0	0	0	0	0	0	0	19.386	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
C01F1.4	2.642	0.192	0	5.351	0.098	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.258	22.21	0.35	0	0
C01F1.6	56.298	6.634	1.186	0.029	0	0.681666666666667	8.716	0.096	1.21909090909091	1.582	10.6016666666667	35.58	0	0.0583333333333333	8.75	0.086	31.062	0.085	22.29	0.058	1.944	0	49.846	69.656	85.448	52.386	93.1166666666667
C01F6.2	1.932	0	0.048	0	0	0	0	13.28	0	0	0	0.47	0	0	0	0	0	0	0	0	0	0	9.85	0	6.064	0	0
C01F6.9	57.906	75.97	65.152	19.742	36.884	26.5591666666667	71.704	29.184	46.1563636363636	59.456	133.500833333333	122.2	10.128	114.311666666667	316.865	84.682	76.558	3.6725	113.948333333333	21.174	17.466	321.957142857143	128.082	97.72	107.202	182.028	142.863333333333
C01G10.10	65.196	41.698	127.33	32.57	46.268	4.59916666666667	15.176	3.362	36.0336363636364	73.46	38.1125	0	89.574	0	4.13833333333333	1.334	63.83	56.7375	219.15	2.528	22.854	3.05	43.72	59.634	37.36	44.638	16.3233333333333
C01G10.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91	0	0	0	0	0	0	0	0	0	0
C01G10.15	0.818	0.324	0	0	0	0	0	0.73	0	0.78	0	16.496	7.344	0	0	0	0.33	0	0	0.7	0	0	0.762	0	0	0	0.298333333333333
C01G10.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.364	0	0	0	0	0	0	0	0	0	0
C01G10.6	0	0.258	0	0	0	0	0	0	0	0	0.13	12.424	19.312	0	0	0	0	0	0	0	0	0	0.678	0	0	0	0
C01G10.7	48.004	33.044	2.242	0	9.086	0	2.452	63.784	0	33.214	0	0.938	0	0	2.27666666666667	7.612	65.574	0	0	0.084	0	0	77.656	47.55	37.342	15.718	32.56
C01G10.8	293.564	396.036	491.38	425.804	402.324	553.340833333333	402.68	465.38	587.438181818182	621.898	540.060833333333	498.628	284.342	200.85	76.8866666666667	471.166	359.506	219.4	617.018333333333	277.79	710.93	443.508571428571	290.532	294.242	360.052	350.954	326.553333333333
C01G10.9	0	22.018	15.456	0.202	0	0	0.078	4.92	2.27	0	4.72333333333333	5.002	25.316	0	0	6.526	3.828	119.215	115.446666666667	0.09	14.42	0	8.906	0.098	0.08	0	21.1366666666667
C01G12.1	7.04	23.79	1.478	1.807	11.5	0	15.114	16.07	0	0.408	0	0	0	0	0	22.85	14.678	0	0	0	0	0	2.59	8.21	2.508	4.926	1.00333333333333
C01G12.3	20.002	38.698	122.778	139.001	44.758	299.681666666667	14.846	82.78	332.356363636364	86.41	439.561666666667	94.934	204.128	53.9	62.8083333333333	200.65	29.592	61.3975	12.1683333333333	121.158	147.264	159.237142857143	22.126	17.898	10.758	20.276	5.74833333333333
C01G12.5	0	0	0	0	0	0	0	0	0	4.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01G12.7	0	0	0	0	0	0.0416666666666667	0	0	0	0	0.325833333333333	0	0	0	0	0	0	0	0	0	0	40.5685714285714	0	0	0	0	0
C01G12.9	0	0	0	11.494	0	0	0	0.524	0.07	0	36.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01G5.5	76.462	119.446	76.8	49.785	76.698	30.2641666666667	97.756	108.002	51.2336363636364	110.072	34.37	33.836	0	0.888333333333333	20.3583333333333	51.472	92.322	0	0	41.436	44.02	53.9157142857143	86.014	77.504	76.592	131.998	53.54
C01G5.6	169.428	119.196	42.868	310.019	177.784	508.443333333333	176.704	224.29	315.308181818182	220.238	476.780833333333	240.406	194.476	255.205	227.52	227.706	151.43	320.0775	421.448333333333	115.06	822.424	396.178571428571	268.92	195.476	210.394	367.604	312.693333333333
C01G5.9	4.39	0	0	0	0	0	0	0.324	0	0	0	0	0	0	0	0	17.984	0	0	0	0	0	2.474	0	0	0	0
C01G6.2	0.218	9.12	27.67	53.226	19.808	33.2275	6.47	22.636	12.2572727272727	0	35.1466666666667	3.65	3.192	85.4766666666667	0	0	1.696	0	0.59	42.09	7	10.6357142857143	0	0	0	0	0
