Sequence_Name	WormBase_Gene_ID	Public_Name	Other_Name	cluster_set	RBP_assoc
C49A9.10	WBGene00016764	C49A9.10	CELE_C49A9.10	3	other_RBP
C49A9.7	WBGene00016761	tkr-2	CELE_C49A9.7	2	NA
C49C3.15	WBGene00008204	C49C3.15	CELE_C49C3.15	5	NA
C49C3.2	WBGene00008192	C49C3.2	CELE_C49C3.2	2	NA
C49C3.5	WBGene00008195	ceh-88	CELE_C49C3.5	3	other_RBP
C49C3.6	WBGene00008196	C49C3.6	CELE_C49C3.6	3	NA
C49C3.7	WBGene00008197	C49C3.7	CELE_C49C3.7	3	other_RBP
C49C3.8	WBGene00008198	C49C3.8	CELE_C49C3.8	5	other_RBP
C49C3.9	WBGene00008199	C49C3.9	CELE_C49C3.9	2	NA
C49C8.3	WBGene00016767	C49C8.3	CELE_C49C8.3	3	other_RBP
C49D10.10	WBGene00016778	nep-3	CELE_C49D10.10	2	other_RBP
C49F5.3	WBGene00008207	C49F5.3	CELE_C49F5.3	5	NA
C49F5.5	WBGene00008209	C49F5.5	CELE_C49F5.5	2	NA
C49F5.6	WBGene00008210	C49F5.6	CELE_C49F5.6	3	other_RBP
C49F8.2	WBGene00008214	gem-1	CELE_C49F8.2	2	NA
C49G7.10	WBGene00016788	C49G7.10	CELE_C49G7.10	2	NA
C49G7.12	WBGene00077593	C49G7.12	CELE_C49G7.12	2	NA
C49G7.7	WBGene00016785	C49G7.7	CELE_C49G7.7	2	NA
C49G9.1	WBGene00008216	mec-19	CELE_C49G9.1	2	other_RBP
C49G9.2	WBGene00045474	C49G9.2	CELE_C49G9.2	2	NA
C49H3.3	WBGene00016790	C49H3.3	CELE_C49H3.3	4	NA
C49H3.4	WBGene00016791	C49H3.4	CELE_C49H3.4	3	NA
C49H3.6	WBGene00016792	C49H3.6	CELE_C49H3.6	1	SPN4
C49H3.9	WBGene00016794	npp-27	CELE_C49H3.9	1	NA
C50A2.2	WBGene00016796	cec-2	CELE_C50A2.2	2	other_RBP
C50A2.3	WBGene00016797	C50A2.3	CELE_C50A2.3	2	NA
C50A2.4	WBGene00016798	ets-8	CELE_C50A2.4	2	NA
C50B6.3	WBGene00008219	C50B6.3	CELE_C50B6.3	3	NA
C50B6.9	WBGene00008222	C50B6.9	CELE_C50B6.9	2	NA
C50B8.1	WBGene00008224	slrp-1	CELE_C50B8.1	3	other_RBP
C50B8.3	WBGene00008225	nuaf-1	CELE_C50B8.3	3	NA
C50C3.1	WBGene00016799	C50C3.1	CELE_C50C3.1	3	NA
C50C3.13	WBGene00077516	C50C3.13	CELE_C50C3.13	4	NA
C50C3.14	WBGene00077517	C50C3.14	CELE_C50C3.14	2	NA
C50C3.5	WBGene00016801	C50C3.5	CELE_C50C3.5	2	NA
C50D2.10	WBGene00044420	C50D2.10	CELE_C50D2.10	1	NA
C50D2.5	WBGene00016808	sftb-6	CELE_C50D2.5	4	NA
C50D2.7	WBGene00016810	C50D2.7	CELE_C50D2.7	5	other_RBP
C50D2.8	WBGene00016811	luc-7L3	CELE_C50D2.8	1	NA
C50D2.9	WBGene00016812	mcat-1	CELE_C50D2.9	3	other_RBP
C50E10.1	WBGene00016825	C50E10.1	C50E10.i,	2	NA
C50E10.12	WBGene00199341	C50E10.12	CELE_C50E10.12	2	NA
C50E3.11	WBGene00016822	C50E3.11	CELE_C50E3.11	2	NA
C50E3.12	WBGene00016823	C50E3.12	CELE_C50E3.12	3	other_RBP
C50E3.13	WBGene00016824	C50E3.13	CELE_C50E3.13	3	other_RBP
C50E3.5	WBGene00016816	C50E3.5	CELE_C50E3.5	3	NA
C50E3.6	WBGene00016817	C50E3.6	CELE_C50E3.6	2	NA
C50F2.1	WBGene00016835	C50F2.1	CELE_C50F2.1	1	NA
C50F2.2	WBGene00016836	C50F2.2	CELE_C50F2.2	3	other_RBP
C50F2.3	WBGene00016837	syf-1	phi-4,	1	NA
C50F2.4	WBGene00016838	C50F2.4	CELE_C50F2.4	2	NA
C50F2.7	WBGene00016840	C50F2.7	CELE_C50F2.7	2	NA
C50F2.8	WBGene00016841	magu-3	CELE_C50F2.8	1	NA
C50F4.12	WBGene00008236	C50F4.12	CELE_C50F4.12	5	NA
C50F4.14	WBGene00008237	nstp-10	CELE_C50F4.14	3	NA
C50F4.16	WBGene00008238	C50F4.16	CELE_C50F4.16	5	other_RBP
C50F4.4	WBGene00008232	C50F4.4	CELE_C50F4.4	5	NA
C50F4.6	WBGene00001910	C50F4.6	CELE_C50F4.6	4	NA
C50F4.9	WBGene00008234	C50F4.9	CELE_C50F4.9	2	NA
C50F7.1	WBGene00016842	npr-35	sifr=1,	1	SPN4
C50F7.4	WBGene00016844	sucg-1	CELE_C50F7.4	5	NA
C50F7.6	WBGene00016846	pzls-1	CELE_C50F7.6	1	NA
C50F7.9	WBGene00016847	C50F7.9	CELE_C50F7.9	2	NA
C50H2.5	WBGene00008241	C50H2.5	CELE_C50H2.5	2	NA
C51E3.6	WBGene00008252	C51E3.6	CELE_C51E3.6	2	NA
C51F7.3	WBGene00014290	C51F7.3	sn3071,	2	NA
C52A10.2	WBGene00016863	cest-35.2	CELE_C52A10.2	4	NA
C52A10.3	WBGene00016864	C52A10.3	CELE_C52A10.3	2	NA
C52B11.5	WBGene00016874	C52B11.5	CELE_C52B11.5	2	NA
C52B9.15	WBGene00196704	C52B9.15	CELE_C52B9.15	2	NA
C52B9.4	WBGene00016867	C52B9.4	CELE_C52B9.4	3	NA
C52B9.8	WBGene00016868	C52B9.8	CELE_C52B9.8	1	NA
C52D10.1	NA	NA	NA	2	NA
C52D10.10	WBGene00023259	C52D10.10	CELE_C52D10.10	1	NA
C52D10.12	WBGene00016879	cnnm-1	CELE_C52D10.12	5	NA
C52E12.1	WBGene00016888	znf-598	CELE_C52E12.1	3	NA
C52E12.4	WBGene00016889	lst-6	CELE_C52E12.4	3	NA
C52E12.6	WBGene00016890	lst-5	CELE_C52E12.6	2	NA
C52E12.t1	WBGene00023260	C52E12.t1	CELE_C52E12.T1	2	NA
C52E2.2	WBGene00016881	C52E2.2	C52E2.h,	2	NA
C52E2.3	WBGene00016882	C52E2.3	C52E2.g,	2	NA
C52E4.13	WBGene00196025	C52E4.13	CELE_C52E4.13	2	NA
C52E4.5	WBGene00008258	mans-2	CELE_C52E4.5	5	NA
C52E4.7	WBGene00008259	C52E4.7	CELE_C52E4.7	2	NA
C52E4.8	WBGene00014291	C52E4.8	U4-3,	2	NA
C52G5.2	WBGene00008260	C52G5.2	CELE_C52G5.2	2	NA
C52G5.4	WBGene00195380	C52G5.4	CELE_C52G5.4	2	NA
C52G5.t1	WBGene00014292	C52G5.t1	CELE_C52G5.T1	2	NA
C53A3.1	WBGene00016891	C53A3.1	CELE_C53A3.1	4	NA
C53A3.2	WBGene00016892	pgph-3	CELE_C53A3.2	2	NA
C53A5.13	WBGene00008270	C53A5.13	CELE_C53A5.13	2	NA
C53A5.16	WBGene00194706	C53A5.16	CELE_C53A5.16	5	NA
C53A5.17	WBGene00194707	C53A5.17	CELE_C53A5.17	3	NA
C53A5.2	WBGene00008263	C53A5.2	CELE_C53A5.2	2	NA
C53A5.6	WBGene00008266	rike-1	CELE_C53A5.6	5	SPN4
C53B4.2	WBGene00008272	C53B4.2	CELE_C53B4.2	2	NA
C53B4.3	WBGene00008273	C53B4.3	CELE_C53B4.3	2	NA
C53B4.4	WBGene00008274	pdzd-8	txt-15,	3	NA
C53B4.6	WBGene00008275	nstp-1	svh-9,	5	NA
C53B7.8	WBGene00045176	C53B7.8	CELE_C53B7.8	2	NA
C53C11.1	WBGene00016899	C53C11.1	CELE_C53C11.1	2	NA
C53C7.3	WBGene00008279	C53C7.3	CELE_C53C7.3	1	NA
C53C9.2	WBGene00016898	clik-2	CELE_C53C9.2	2	NA
C53D5.1	WBGene00016902	C53D5.1	CELE_C53D5.1	3	NA
C53D5.2	WBGene00016903	marc-4	CELE_C53D5.2	2	NA
C53D5.5	WBGene00016906	C53D5.5	CELE_C53D5.5	1	NA
C53D6.11	WBGene00044241	C53D6.11	CELE_C53D6.11	2	NA
C53D6.4	WBGene00008281	txdc-15	CELE_C53D6.4	3	NA
C53D6.5	WBGene00008282	C53D6.5	CELE_C53D6.5	2	NA
C53D6.6	WBGene00008283	C53D6.6	CELE_C53D6.6	1	NA
C53D6.7	WBGene00008284	C53D6.7	CELE_C53D6.7	2	NA
C53D6.8	WBGene00008285	C53D6.8	CELE_C53D6.8	2	NA
C53H9.2	WBGene00016907	C53H9.2	CELE_C53H9.2	1	NA
C53H9.3	WBGene00044746	C53H9.3	CELE_C53H9.3	2	NA
C54A12.2	WBGene00016909	frpr-4	CELE_C54A12.2	2	NA
C54C6.6	WBGene00008288	cfap-20	CELE_C54C6.6	3	other_RBP
C54D1.7	WBGene00016914	C54D1.7	CELE_C54D1.7	2	NA
C54D10.10	WBGene00008304	C54D10.10	CELE_C54D10.10	2	NA
C54D10.14	WBGene00138721	pals-37	CELE_C54D10.14	2	NA
C54E10.6	WBGene00008310	C54E10.6	CELE_C54E10.6	2	NA
C54E4.2	WBGene00016918	test-1	CELE_C54E4.2	2	other_RBP
C54E4.4	WBGene00016919	C54E4.4	CELE_C54E4.4	2	NA
C54F6.12	WBGene00016929	C54F6.12	CELE_C54F6.12	2	NA
C54G4.2	WBGene00008312	C54G4.2	CELE_C54G4.2	2	NA
C54G4.5	WBGene00008315	C54G4.5	CELE_C54G4.5	2	NA
C54G4.7	WBGene00008317	C54G4.7	CELE_C54G4.7	3	NA
C54G4.9	WBGene00008318	C54G4.9	CELE_C54G4.9	3	NA
C54G6.1	WBGene00016930	madf-6	C54G6.e,	3	NA
C54G7.14	WBGene00199797	C54G7.14	CELE_C54G7.14	2	NA
C54H2.10	WBGene00198888	C54H2.10	CELE_C54H2.10	2	NA
C55A1.6	WBGene00008323	C55A1.6	CELE_C55A1.6	2	NA
C55A1.7	WBGene00008324	C55A1.7	CELE_C55A1.7	2	NA
C55A6.1	WBGene00008330	C55A6.1	CELE_C55A6.1	3	SPN4
C55A6.10	WBGene00008339	C55A6.10	CELE_C55A6.10	5	NA
C55A6.11	WBGene00008340	C55A6.11	CELE_C55A6.11	2	NA
C55A6.12	WBGene00044019	C55A6.12	CELE_C55A6.12	2	NA
C55A6.3	WBGene00008332	C55A6.3	CELE_C55A6.3	2	NA
C55A6.4	WBGene00008333	C55A6.4	CELE_C55A6.4	2	NA
C55A6.6	WBGene00008335	C55A6.6	CELE_C55A6.6	2	NA
C55A6.9	WBGene00008338	pafo-1	CELE_C55A6.9	4	NA
C55B6.1	WBGene00016939	C55B6.1	CELE_C55B6.1	3	other_RBP
C55B7.11	WBGene00016947	C55B7.11	CELE_C55B7.11	3	NA
C55C3.3	WBGene00016953	C55C3.3	CELE_C55C3.3	2	NA
C55C3.4	WBGene00016954	C55C3.4	CELE_C55C3.4	2	NA
C55C3.5	WBGene00016955	perm-5	CELE_C55C3.5	3	NA
C55C3.7	WBGene00043065	C55C3.7	CELE_C55C3.7	2	NA
C55C3.72	WBGene00197485	C55C3.72	CELE_C55C3.72	2	NA
C55H1.4	WBGene00200409	C55H1.4	CELE_C55H1.4	2	NA
C56A3.4	WBGene00008343	C56A3.4	CELE_C56A3.4	3	other_RBP
C56A3.5	WBGene00008344	C56A3.5	CELE_C56A3.5	5	NA
C56A3.6	WBGene00008345	micu-3	CELE_C56A3.6	5	NA
C56A3.8	WBGene00008346	C56A3.8	CELE_C56A3.8	2	NA
C56C10.10	WBGene00016966	aipr-1	CELE_C56C10.10	2	SPN4
C56C10.11	NA	NA	NA	3	NA
C56C10.15	WBGene00200308	C56C10.15	CELE_C56C10.15	2	NA
C56C10.4	WBGene00016962	C56C10.4	CELE_C56C10.4	2	NA
C56C10.7	WBGene00016964	C56C10.7	CELE_C56C10.7	3	other_RBP
C56C10.9	WBGene00016965	C56C10.9	CELE_C56C10.9	5	other_RBP
C56E6.11	WBGene00195595	C56E6.11	CELE_C56E6.11	2	NA
C56E6.2	WBGene00016970	C56E6.2	C56E6.f,	5	other_RBP
C56E6.4	WBGene00016972	C56E6.4	CELE_C56E6.4	2	NA
C56E6.6	WBGene00016974	lron-15	CELE_C56E6.6	2	NA
C56E6.9	NA	NA	NA	5	NA
C56G2.1	WBGene00016977	akap-1	CELE_C56G2.1	3	NA
C56G2.15	WBGene00016983	C56G2.15	CELE_C56G2.15	3	other_RBP
C56G2.3	WBGene00016978	trmt-10C.2	CELE_C56G2.3	2	NA
C56G2.4	WBGene00016979	C56G2.4	CELE_C56G2.4	4	NA
C56G2.5	WBGene00016980	C56G2.5	F47D12.a,	1	NA
C56G2.7	WBGene00016981	rpn-13	CELE_C56G2.7	3	NA
C56G2.9	WBGene00016982	C56G2.9	CELE_C56G2.9	2	NA
C56G3.1	WBGene00016984	npr-8	CELE_C56G3.1	2	NA
C56G7.3	WBGene00008348	elmd-1	CELE_C56G7.3	1	NA
C56G7.4	WBGene00199910	C56G7.4	CELE_C56G7.4	2	NA
CC8.2	WBGene00016987	CC8.2	CC8.a,	5	SPN4
CC8.3	WBGene00195049	CC8.3	CELE_CC8.3	2	NA
CD4.1	WBGene00016988	CD4.1	CELE_CD4.1	2	NA
CD4.10	WBGene00022970	CD4.10	CELE_CD4.10	2	NA
CD4.13	WBGene00196854	CD4.13	CELE_CD4.13	2	NA
CD4.15	WBGene00200710	CD4.15	CELE_CD4.15	2	NA
CD4.3	WBGene00016989	mrpl-48	CELE_CD4.3	3	NA
CD4.7	WBGene00016992	zhit-1	CELE_CD4.7	3	NA
CD4.8	WBGene00016993	CD4.8	CELE_CD4.8	2	NA
CE7X_3.1	WBGene00008349	CE7X_3.1	CELE_CE7X_3.1	2	NA
CE7X_3.2	WBGene00008350	CE7X_3.2	CELE_CE7X_3.2	2	NA
D1005.1	WBGene00016995	acly-1	CELE_D1005.1	2	SPN4
D1005.2	WBGene00016996	D1005.2	CELE_D1005.2	2	NA
D1005.4	WBGene00016998	D1005.4	CELE_D1005.4	2	NA
D1005.5	WBGene00016999	D1005.5	CELE_D1005.5	2	NA
D1005.t1	WBGene00023263	D1005.t1	CELE_D1005.T1	1	NA
D1007.10	WBGene00017007	D1007.10	CELE_D1007.10	3	other_RBP
D1007.15	WBGene00017010	D1007.15	Y119C1B.k,	3	NA
D1007.18	WBGene00044421	D1007.18	CELE_D1007.18	2	NA
D1007.19	WBGene00045048	D1007.19	CELE_D1007.19	2	NA
D1007.20	WBGene00045094	D1007.20	CELE_D1007.20	2	NA
D1007.4	WBGene00017002	D1007.4	CELE_D1007.4	3	other_RBP
D1007.5	WBGene00017003	tmem-39	CELE_D1007.5	3	other_RBP
D1007.8	WBGene00017005	D1007.8	CELE_D1007.8	3	other_RBP
D1009.3	WBGene00017013	ensh-1	CELE_D1009.3	2	NA
D1014.2	WBGene00017015	D1014.2	CELE_D1014.2	5	NA
D1014.4	WBGene00017017	D1014.4	CELE_D1014.4	5	NA
D1022.15	WBGene00199426	D1022.15	CELE_D1022.15	2	NA
D1022.2	WBGene00017021	D1022.2	CELE_D1022.2	1	NA
D1022.3	WBGene00017022	D1022.3	CELE_D1022.3	2	NA
D1022.4	WBGene00017023	D1022.4	CELE_D1022.4	4	NA
D1022.5	WBGene00017024	D1022.5	CELE_D1022.5	2	NA
D1025.1	WBGene00008353	D1025.1	CELE_D1025.1	2	other_RBP
D1025.10	WBGene00044134	D1025.10	CELE_D1025.10	2	NA
D1025.2	WBGene00008354	gcsh-1	CELE_D1025.2	2	NA
D1037.1	WBGene00017025	D1037.1	CELE_D1037.1	3	NA
D1037.5	WBGene00017026	ipla-4	CELE_D1037.5	4	NA
D1043.1	WBGene00008361	ints-7	CELE_D1043.1	1	NA
D1044.1	WBGene00017027	D1044.1	CELE_D1044.1	2	other_RBP
D1044.2	WBGene00017028	dex-1	CELE_D1044.2	4	NA
D1044.6	WBGene00017031	D1044.6	CELE_D1044.6	3	SPN4
D1046.2	WBGene00008363	D1046.2	CELE_D1046.2	1	NA
D1046.3	WBGene00008364	slc-25A26	CELE_D1046.3	5	SPN4
D1046.5	WBGene00008366	tpra-1	CELE_D1046.5	4	NA
D1046.6	WBGene00045136	D1046.6	Ce23,	2	NA
D1054.1	WBGene00008370	D1054.1	CELE_D1054.1	2	other_RBP
D1054.14	WBGene00008380	prp-38	CELE_D1054.14	1	NA
D1054.17	WBGene00023430	D1054.17	CeR-19,	4	NA
D1054.18	WBGene00077783	D1054.18	CELE_D1054.18	2	NA
D1054.3	WBGene00008371	D1054.3	CELE_D1054.3	1	NA
D1065.2	WBGene00023264	D1065.2	CELE_D1065.2	2	NA
D1069.3	WBGene00017037	D1069.3	CELE_D1069.3	2	NA
D1069.4	WBGene00017038	dmsr-4	CELE_D1069.4	2	other_RBP
D1081.6	WBGene00008384	D1081.6	CELE_D1081.6	4	SPN4
D1081.7	WBGene00008385	lotr-1	CELE_D1081.7	3	NA
D1081.8	WBGene00008386	cdc-5L	phi-7,	4	NA
D1081.9	WBGene00008387	zhp-2	CELE_D1081.9	2	SPN4
D1086.11	WBGene00044081	D1086.11	CELE_D1086.11	2	NA
D1086.18	WBGene00045405	D1086.18	CELE_D1086.18	4	NA
D1086.19	WBGene00045406	D1086.19	CELE_D1086.19	4	other_RBP
D1086.2	WBGene00008389	D1086.2	CELE_D1086.2	1	NA
D1086.3	WBGene00008390	D1086.3	CELE_D1086.3	2	NA
D1086.5	WBGene00008392	D1086.5	CELE_D1086.5	2	NA
D1086.7	WBGene00008394	D1086.7	CELE_D1086.7	2	NA
D1086.8	WBGene00008395	D1086.8	CELE_D1086.8	2	other_RBP
D2005.3	WBGene00008398	D2005.3	CELE_D2005.3	4	NA
D2005.4	WBGene00008399	D2005.4	CELE_D2005.4	1	NA
D2005.6	WBGene00008401	D2005.6	CELE_D2005.6	2	NA
D2005.7	WBGene00086551	D2005.7	CELE_D2005.7	3	NA
D2007.1	WBGene00017041	D2007.1	CELE_D2007.1	5	NA
D2007.2	WBGene00017042	D2007.2	CELE_D2007.2	2	NA
D2007.3	NA	NA	NA	2	NA
D2007.4	WBGene00017044	mrpl-18	CELE_D2007.4	2	NA
D2013.11	WBGene00044981	D2013.11	CELE_D2013.11	2	NA
D2013.3	WBGene00008403	csa-1	CELE_D2013.3	3	SPN4
D2013.6	WBGene00008404	wbp-2	CELE_D2013.6	3	SPN4
D2023.1	WBGene00014300	D2023.1	CELE_D2023.1	2	NA
D2023.4	WBGene00008408	D2023.4	CELE_D2023.4	5	NA
D2023.5	WBGene00008409	mpst-1	CELE_D2023.5	2	NA
D2023.6	WBGene00008410	D2023.6	CELE_D2023.6	3	SPN4
D2023.8	WBGene00050970	D2023.8	CELE_D2023.8	2	SPN4
D2024.1	WBGene00017050	D2024.1	CELE_D2024.1	2	NA
D2024.10	WBGene00044505	D2024.10	CELE_D2024.10	2	NA
D2024.2	WBGene00017051	afmd-1	CELE_D2024.2	2	NA
D2024.5	WBGene00017053	D2024.5	CELE_D2024.5	3	other_RBP
D2030.1	WBGene00008411	mans-1	CELE_D2030.1	1	NA
D2030.11	WBGene00008420	D2030.11	CELE_D2030.11	1	other_RBP
D2030.12	WBGene00008421	D2030.12	CELE_D2030.12	4	NA
D2030.2	WBGene00008412	D2030.2	CELE_D2030.2	3	NA
D2030.3	WBGene00008413	D2030.3	CELE_D2030.3	5	NA
D2030.4	WBGene00008414	ndub-7	CELE_D2030.4	2	NA
D2030.7	WBGene00008417	D2030.7	CELE_D2030.7	5	NA
D2030.8	WBGene00008418	D2030.8	CELE_D2030.8	3	NA
D2045.2	WBGene00008422	ecps-1	CELE_D2045.2	4	NA
D2045.7	WBGene00008424	D2045.7	CELE_D2045.7	1	NA
D2045.9	WBGene00008426	D2045.9	CELE_D2045.9	1	NA
D2062.13	WBGene00194711	D2062.13	CELE_D2062.13	2	NA
D2062.7	WBGene00017059	msrp-5	CELE_D2062.7	2	NA
D2063.3	WBGene00017062	glrx-3	CELE_D2063.3	3	NA
D2063.4	WBGene00044529	irld-1	CELE_D2063.4	1	NA
D2085.3	WBGene00008428	eif-2Bepsilon	CELE_D2085.3	3	other_RBP
D2085.4	WBGene00008429	etc-1	CELE_D2085.4	4	NA
D2085.5	WBGene00008430	hgap-2	CELE_D2085.5	3	NA
D2085.6	WBGene00008431	piga-1	CELE_D2085.6	3	SPN4
D2089.2	WBGene00008433	marc-2	CELE_D2089.2	2	NA
D2089.3	WBGene00008434	D2089.3	CELE_D2089.3	2	NA
D2092.4	WBGene00017065	D2092.4	CELE_D2092.4	2	NA
D2092.5	WBGene00017066	maco-1	CELE_D2092.5	3	other_RBP
D2092.6	NA	NA	NA	2	NA
D2092.8	WBGene00017068	D2092.8	CELE_D2092.8	2	NA
D2096.1	WBGene00017069	timm-17B.2	TIM17,	4	NA
D2096.10	WBGene00017077	D2096.10	CELE_D2096.10	2	NA
D2096.12	WBGene00017079	D2096.12	CELE_D2096.12	3	NA
D2096.5	WBGene00017072	D2096.5	CELE_D2096.5	2	NA
D2096.6	WBGene00017073	D2096.6	CELE_D2096.6	2	NA
D2096.7	WBGene00017074	D2096.7	CELE_D2096.7	2	NA
D2096.8	WBGene00017075	nap-1	nsbp-1,	4	NA
DC2.3	WBGene00017080	lec-12	CELE_DC2.3	3	NA
DC2.5	WBGene00017082	DC2.5	CELE_DC2.5	2	NA
DC2.8	WBGene00077643	trpp-1	CELE_DC2.8	5	NA
DH11.2	WBGene00008436	DH11.2	CELE_DH11.2	5	NA
DH11.5	WBGene00008438	DH11.5	CELE_DH11.5	2	NA
DL2.2	WBGene00200170	DL2.2	CELE_DL2.2	2	NA
DY3.8	WBGene00008440	DY3.8	CELE_DY3.8	1	NA
E01A2.1	WBGene00017084	E01A2.1	CELE_E01A2.1	5	NA
E01A2.10	WBGene00077701	poml-3	CELE_E01A2.10	2	NA
E01A2.2	WBGene00017085	srrt-1	CELE_E01A2.2	4	NA
E01A2.5	WBGene00017087	dph-6	CELE_E01A2.5	4	other_RBP
E01A2.6	WBGene00017088	akir-1	CELE_E01A2.6	3	NA
E01A2.8	WBGene00017090	E01A2.8	CELE_E01A2.8	2	NA
E01B7.1	WBGene00008441	usp-50	phi-33,	3	NA
E01B7.2	WBGene00008442	E01B7.2	CELE_E01B7.2	2	SPN4
E01G4.3	WBGene00008446	E01G4.3	CELE_E01G4.3	2	NA
E01G4.5	WBGene00008447	E01G4.5	CELE_E01G4.5	4	NA
E01G4.7	WBGene00045410	E01G4.7	CELE_E01G4.7	4	other_RBP
E01G6.2	WBGene00008450	E01G6.2	CELE_E01G6.2	2	other_RBP
E02A10.3	WBGene00008453	E02A10.3	CELE_E02A10.3	2	NA
E02C12.16	WBGene00199344	E02C12.16	CELE_E02C12.16	2	NA
E02D9.1	WBGene00017098	E02D9.1	C37A2.a,	4	other_RBP
E02H1.1	WBGene00008455	E02H1.1	CELE_E02H1.1	4	NA
E02H1.2	WBGene00008456	eral-1	CELE_E02H1.2	5	NA
E02H1.5	WBGene00008457	E02H1.5	CELE_E02H1.5	5	other_RBP
E02H1.6	WBGene00008458	E02H1.6	CELE_E02H1.6	5	NA
E02H1.8	WBGene00008459	mrpl-53	CELE_E02H1.8	3	NA
E02H4.2	WBGene00008460	E02H4.2	CELE_E02H4.2	2	NA
E02H4.6	WBGene00008464	E02H4.6	CELE_E02H4.6	1	NA
E02H9.1	WBGene00017099	E02H9.1	CELE_E02H9.1	2	NA
E02H9.3	WBGene00017101	E02H9.3	CELE_E02H9.3	2	NA
E03A3.10	WBGene00189944	E03A3.10	CELE_E03A3.10	2	NA
E03A3.5	WBGene00008465	E03A3.5	CELE_E03A3.5	2	NA
E03H12.7	WBGene00017114	E03H12.7	CELE_E03H12.7	2	NA
E03H4.11	WBGene00008478	E03H4.11	CELE_E03H4.11	2	NA
E03H4.2	WBGene00008470	E03H4.2	CELE_E03H4.2	2	NA
E03H4.8	WBGene00008476	E03H4.8	CELE_E03H4.8	2	NA
E03H4.9	WBGene00014729	E03H4.9	CELE_E03H4.9	2	NA
E04A4.3	WBGene00017118	E04A4.3	CELE_E04A4.3	4	NA
E04A4.5	WBGene00017119	timm-17B.1	tim-17,	3	other_RBP
E04A4.6	WBGene00017120	tctn-1	CELE_E04A4.6	2	NA
E04D5.1	WBGene00008480	eif-2A	eIF2alpha,	3	other_RBP
E04D5.5	WBGene00008484	E04D5.5	CELE_E04D5.5	2	NA
E04F6.2	WBGene00017122	pcrg-1	CELE_E04F6.2	4	NA
EEED8.10	WBGene00017138	fbxl-3	CELE_EEED8.10	3	NA
EEED8.12	WBGene00017140	EEED8.12	CELE_EEED8.12	4	other_RBP
EEED8.13	WBGene00017141	EEED8.13	CELE_EEED8.13	2	NA
EEED8.14	WBGene00017142	EEED8.14	CELE_EEED8.14	5	NA
EEED8.15	WBGene00017143	EEED8.15	CELE_EEED8.15	4	other_RBP
EEED8.16	WBGene00017144	brap-2	CELE_EEED8.16	3	NA
EEED8.18	WBGene00194696	EEED8.18	CELE_EEED8.18	2	NA
EEED8.2	WBGene00017133	EEED8.2	CELE_EEED8.2	2	other_RBP
EEED8.3	WBGene00017134	EEED8.3	CELE_EEED8.3	4	other_RBP
EEED8.4	WBGene00017135	EEED8.4	CELE_EEED8.4	4	other_RBP
EGAP2.1	WBGene00017147	EGAP2.1	CELE_EGAP2.1	3	NA
EGAP2.2	WBGene00017148	EGAP2.2	CELE_EGAP2.2	2	NA
E_BE45912.2	WBGene00017153	E_BE45912.2	CELE_E_BE45912.2	5	NA
F01D4.5	WBGene00008488	F01D4.5	CELE_F01D4.5	1	NA
F01D5.10	WBGene00008500	F01D5.10	CELE_F01D5.10	2	NA
F01D5.8	WBGene00008498	F01D5.8	CELE_F01D5.8	2	NA
F01F1.1	WBGene00017158	hpo-10	CELE_F01F1.1	2	NA
F01F1.11	WBGene00017165	F01F1.11	CELE_F01F1.11	3	other_RBP
F01F1.15	WBGene00017169	F01F1.15	CELE_F01F1.15	3	other_RBP
F01F1.2	WBGene00017159	F01F1.2	CELE_F01F1.2	3	other_RBP
F01F1.3	WBGene00017160	F01F1.3	CELE_F01F1.3	5	NA
F01F1.9	WBGene00017163	dnpp-1	CELE_F01F1.9	1	NA
F01G4.3	WBGene00008502	skih-2	CELE_F01G4.3	5	NA
F01G4.4	WBGene00008503	F01G4.4	CELE_F01G4.4	5	SPN4
F01G4.5	WBGene00008504	pigq-1	CELE_F01G4.5	3	NA
F01G4.6	WBGene00008505	F01G4.6	CELE_F01G4.6	1	NA
F02A9.1	WBGene00008513	F02A9.1	CELE_F02A9.1	2	NA
F02A9.4	WBGene00008514	mrpl-44	CELE_F02A9.4	3	NA
F02A9.7	WBGene00044406	F02A9.7	CELE_F02A9.7	2	NA
F02C12.3	WBGene00008517	F02C12.3	CELE_F02C12.3	2	NA
F02C12.7	WBGene00189980	F02C12.7	CELE_F02C12.7	2	NA
F02C9.2	WBGene00017173	F02C9.2	CELE_F02C9.2	2	NA
F02D10.6	WBGene00008526	F02D10.6	CELE_F02D10.6	5	SPN4
F02D8.4	WBGene00008521	F02D8.4	CELE_F02D8.4	2	NA
F02E11.2	WBGene00017180	F02E11.2	CELE_F02E11.2	2	NA
F02E11.3	WBGene00017181	F02E11.3	CELE_F02E11.3	5	NA
F02E11.4	WBGene00017182	F02E11.4	CELE_F02E11.4	2	other_RBP
F02E11.7	WBGene00195073	F02E11.7	CELE_F02E11.7	2	NA
F02E8.4	WBGene00017177	F02E8.4	CELE_F02E8.4	5	SPN4
F02E9.1	WBGene00008528	F02E9.1	CELE_F02E9.1	5	NA
F02E9.10	WBGene00008533	F02E9.10	CELE_F02E9.10	4	NA
F02E9.3	WBGene00008529	F02E9.3	CELE_F02E9.3	1	NA
F02E9.5	WBGene00008530	F02E9.5	CELE_F02E9.5	3	NA
