gene_ID	name	SPN4	OMA1	LIN41	spn4_enrichment	oma1_enrichment	lin41_enrichment	Log2_SPN-4_LYSATE_FPKM	Log2_SPN-4_IP_FPKM	Log2_OMA-1_LYSATE_FPKM	Log2_OMA-1_IP_FPKM	Log2_LIN-41_LYSATE_FPKM	Log2_LIN-41_IP_FPKM	Kimble_Log2FC	Kimble_Adjusted_p-value	Kimble_Sperm_FPKM	Kimble_Oocyte_FPKM	Stoeckius_Sperm_RPKM	Stoeckius_Oocyte_RPKM	Stoeckius_oneCell_RPKM	Stoeckius_twoCell_RPKM
WBGene00005899	srx-8	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-2.958	-3.322	-3.322	-1.025510642	0.639405423	0.007	0.021	0.016	0.027	0	0
WBGene00005898	srx-7	FALSE	FALSE	FALSE		0.924586499	0.577289787	-3.322	-3.322	-3.088	-3.001	-3.049	-3.322	1.707164082		0.021	0	0.009	0.016	0.03	0.062
WBGene00015756	C14C6.2	FALSE	FALSE	FALSE	-0.400344284	-1.495507094	-2.038227758	1.785	1.441	1.447	0.024	2.624	0.674	2.156467418	0.011665895	1.481	0.334	3.152	0.359	0.428	0.334
WBGene00005585	sri-73	FALSE	FALSE	FALSE		3.297165662	0.595154057	-3.322	-3.322	-3.322	-2.718	-3.104	-3.322			0	0	0	0.01	0	0
WBGene00005584	sri-72	FALSE	FALSE	FALSE	2.162390758	-1.054181379	0.577419876	-3.322	-3.322	-2.883	-3.322	-3.08	-3.322	-2.005729881	0.599302752	0	0.026				
WBGene00015763	C14C6.12	FALSE	FALSE	FALSE	0.714445424	0.796609576	-1.978502268	-1.69	-2.146	-2.775	-2.46	-2.163	-3.322	1.322577874		0.02	0	0.787	0.01	0	0
WBGene00015764	C14C6.13	FALSE	FALSE	FALSE		-1.05422526	0.595115533	-3.322	-3.322	-2.873	-3.322	-3.08	-3.322	2.248575328	0.429142171	0.026	0	0.198	0.016	0	0.037
WBGene00019453	K06H6.5	FALSE	FALSE	FALSE		2.352671337	2.032558416	-3.322	-3.322	-3.322	-3.053	-3.322	-3.322	3.073431718	0.136883333	0.041	0	0.58	0.007	0.008	0.031
WBGene00019452	K06H6.4	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.009	0	0
WBGene00019451	nstp-7	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.011	0	0
WBGene00199860	K06H6.8	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00019454	K06H6.6	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.069	0.002	0	0
WBGene00019450	K06H6.2	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.005	0.008	0.023	0	0
WBGene00165423	21ur-14154	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00019449	K06H6.1	FALSE	FALSE	FALSE	0.789813324			-2.865	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.007	0.016	0	0
WBGene00022758	ZK488.6	FALSE	FALSE	FALSE		1.390802126		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.004	0.008	0.008	0
WBGene00022757	ZK488.5	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.011	0	0
WBGene00022756	nhr-251	FALSE	FALSE	FALSE	2.162390758	-1.124500804	0.063670895	-3.322	-3.322	-2.985	-3.322	-2.501	-2.761			0	0	0.003	0.016	0	0
WBGene00004177	pqn-98	FALSE	FALSE	FALSE	-1.749348926	-1.72937184	-1.262365013	-0.725	-3.322	-1.855	-2.864	-1.522	-2.691	-3.35033414	0.354805133	0	0.125	0	0.016	0	0
WBGene00005857	srw-110	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00005856	srw-109	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00023402	ZK488.3	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00004176	pqn-97	FALSE	FALSE	FALSE		-0.091246865	-1.011351453	-3.322	-3.322	-2.624	-2.801	-2.507	-3.322	-0.38347168	0.926552795	0.022	0.034	0	0.016	0	0
WBGene00003680	nhr-90	FALSE	FALSE	FALSE	-0.645488602	-1.695745204	-0.780170015	0.001	-0.476	0.706	-0.829	0.634	-0.092	-1.078621093	0.065516356	0.212	0.45	1.081	0.478	1.474	1.997
WBGene00022755	nhr-250	FALSE	FALSE	FALSE	0.787078928	-0.397906538	0.762525008	-2.892	-3.322	-1.979	-2.169	-2.384	-2.269	-0.384015157		0.006	0.009	0.005	0.011	0	0
WBGene00018624	F48G7.13	FALSE	FALSE	FALSE	-0.476903069	-2.352727795	-1.90209828	-2.177	-3.322	-1.007	-2.763	-1.453	-2.828	-0.019498158	0.990908993	0.035	0.034	0.175	0.012	0	0
WBGene00018615	F48G7.4	FALSE	FALSE	FALSE	0.04873062	0.515863388	0.257404021	0.641	0.428	0.553	1.04	1.012	1.264	0.243141396	0.465646315	1.292	1.098	0.491	5.183	20.405	17.188
WBGene00018616	F48G7.5	FALSE	FALSE	FALSE	-2.442262638	1.390822142	-2.581758491	-0.159	-3.322	-3.322	-3.322	-1.489	-3.322	-1.371266818	0.588813191	0.351	0.064	0	0.019	0	0
WBGene00018617	srt-17	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.01	0	0
WBGene00018618	F48G7.7	FALSE	FALSE	FALSE	0.789813324		2.032554839	-2.549	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.006	0.003	0.024	0
WBGene00018619	F48G7.8	FALSE	FALSE	FALSE	0.789813324	-1.054181379	-0.978436205	-2.562	-3.322	-2.602	-3.322	-2.5	-3.322	2.853496304	0.374960922	0.09	0.008	0	0.016	0	0
WBGene00018620	F48G7.9	FALSE	FALSE	FALSE	0.789813324	-0.11963462		-2.425	-3.322	-2.855	-3.322	-3.322	-3.322	2.47226275	0.048221534	0.192	0.032	0.127	0.028	0.08	0
WBGene00255730	F48G7.15	FALSE	FALSE	FALSE	0.785691294	0.812787575	-1.448221454	-2.909	-3.322	-2.849	-2.641	-2.194	-2.986	-1.153777528	0.540776666	0.009	0.023				
WBGene00003673	nhr-83	FALSE	FALSE	FALSE	0.169710548	-1.272425408	-0.467556389	-2.106	-2.486	-1.198	-2.091	-1.032	-1.476	1.696252582	0.000622098	0.286	0.089	0.153	0.015	0.006	0.062
WBGene00018621	F48G7.10	FALSE	FALSE	FALSE	0.863128059	-0.570917386	-1.20491464	-1.228	-1.059	-1.314	-2.041	-0.965	-2.449	0.451452128	0.637536872	0.202	0.146	0.735	0.034	0	0
WBGene00018614	pals-31	FALSE	FALSE	FALSE	-0.959626738	-1.881651356	-2.997159287	-1.769	-3.322	-1.535	-2.642	-1.517	-3.322	1.567682798	0.01827143	0.187	0.061	0.397	0.007	0.088	0.012
WBGene00005621	srj-37	FALSE	FALSE	FALSE		-1.05422526		-3.322	-3.322	-2.912	-3.322	-3.322	-3.322	1.322577874		0.011	0				
WBGene00018622	nhr-190	FALSE	FALSE	FALSE	-0.684033662	-0.545921484	-0.802429571	0.723	-0.016	0.313	-0.219	0.844	-0.021	-2.889087852	3.55382E-34	0.205	1.563	0.674	2.377	2.696	3.348
WBGene00018623	F48G7.12	FALSE	FALSE	FALSE			2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	2.394505518	0.129075731	0.042	0.006	0.203	0.015	0.009	0
WBGene00197369	F48G7.14	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00017959	ugt-42	FALSE	FALSE	FALSE	0.789813324	-1.778015231	-2.253459975	-3.004	-3.322	-2.283	-3.002	-2.012	-3.05	-0.120101966		0	0.002	0.043	0.006	0	0
WBGene00005593	srj-5	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.008	0	0
WBGene00005594	srj-6	FALSE	FALSE	FALSE			0.595154325	-3.322	-3.322	-3.322	-3.322	-3.099	-3.322			0	0	0.011	0.01	0	0.016
WBGene00005451	srh-245	FALSE	FALSE	FALSE	2.162468618	-0.02485017	2.032554839	-3.322	-3.322	-3.127	-3.322	-3.322	-3.322			0	0	0.037	0.005	0	0
WBGene00005452	srh-246	FALSE	FALSE	FALSE		1.390803573		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.107	0.006	0	0.023
WBGene00017963	F31F4.17	FALSE	FALSE	FALSE	2.162390758	-0.966821508		-3.322	-3.322	-3.014	-3.322	-3.322	-3.322	0.961907492		0.006	0	0	0.004	0	0
WBGene00005320	srh-101	FALSE	FALSE	FALSE	0.789813324	3.13439985	2.994362103	-2.833	-3.322	-3.322	-2.87	-3.322	-2.915			0	0				
WBGene00017960	F31F4.11	FALSE	FALSE	FALSE		-0.024812051	2.032554839	-3.322	-3.322	-3.146	-3.322	-3.322	-3.322	5.679679741	8.36895E-11	0.228	0	0.083	0.008	0	0
WBGene00005472	srh-266	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	0.60123711		0.003	0	0.007	0.005	0	0
WBGene00017961	nhr-180	FALSE	FALSE	FALSE	-0.450791283	-1.369649945	-1.078623372	-0.294	-0.654	0.102	-1.095	-0.026	-0.888	-1.41315391	0.021750581	0.155	0.414	0.365	0.089	0.22	0.161
WBGene00005687	sru-24	FALSE	FALSE	FALSE		-1.661691385	-1.410017778	-3.322	-3.322	-2.767	-3.322	-2.561	-3.322	0.961907492		0.007	0	0.015	0.005	0.015	0.029
WBGene00005688	sru-25	FALSE	FALSE	FALSE	-0.298507678	0.798515667	0.583996328	-2.242	-3.322	-2.483	-2.134	-2.461	-2.334	2.165754231	0.427071677	0.036	0.005	0.009	0.002	0	0
WBGene00017962	fbxa-72	FALSE	FALSE	FALSE	-0.139891968	2.090663648	-0.497046422	0.204	-0.726	0.933	2.953	0.361	-0.113	1.909369748	0.000309613	2.52	0.676	1.154	0.028	0.011	0.045
WBGene00005912	srx-21	FALSE	FALSE	FALSE		0.933713426	0.577419876	-3.322	-3.322	-3.18	-3.115	-3.155	-3.322	-0.480770659		0	0.004	0.01	0.01	0	0
WBGene00005913	srx-22	FALSE	FALSE	FALSE		1.390871213		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.006	0	0
WBGene00005914	srx-23	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.012	0	0
WBGene00017957	F31F4.1	FALSE	FALSE	FALSE	-0.904713192	-0.705429004	-1.696139602	1.124	0.262	1.132	0.453	1.123	-1.144	1.327088832	0.247314885	0.227	0.091	0.585	0.026	0	0
WBGene00019244	H25P19.1	TRUE	TRUE	TRUE	2.981724489	4.445584719	5.426750758	4.638	7.615	4.334	8.773	4.517	9.937	-1.982077483	1.2253E-40	7.794	30.792	7.828	56.021	47.217	59.425
WBGene00005895	srx-4	FALSE	FALSE	FALSE		-0.70589554	0.595154057	-3.322	-3.322	-2.767	-3.059	-3.109	-3.322	2.950949849	0.020963399	0.078	0.01	0.038	0.015	0	0
WBGene00005632	srj-53	FALSE	FALSE	FALSE	0.789770232	1.390871213	2.994362103	-2.835	-3.322	-3.322	-3.322	-3.322	-2.782			0	0	0	0.012	0	0.008
WBGene00005631	srj-52	FALSE	FALSE	FALSE		-1.668008917	-1.426266576	-3.322	-3.322	-2.399	-3.322	-2.374	-3.322	0.60123711		0.008	0				
WBGene00021709	ugt-29	FALSE	FALSE	FALSE	-1.151372545	-0.652343835	-0.746302618	1.064	-0.216	1.299	0.647	1.29	0.586	0.14392966	0.868295448	0.53	0.481	1.864	0.261	0.478	0.565
WBGene00005896	srx-5	FALSE	FALSE	FALSE	2.162466124	-1.128712247	2.35812541	-3.322	-3.322	-2.913	-3.322	-3.084	-2.676			0	0	0	0.006	0	0
WBGene00021708	srbc-37	FALSE	FALSE	FALSE	0.531299961	3.180708022	2.032558416	-2.683	-3.322	-3.322	-2.843	-3.322	-3.322			0	0	0	0.01	0	0
WBGene00021707	srbc-38	FALSE	FALSE	FALSE		-0.027696256	1.556901598	-3.322	-3.322	-3.108	-3.322	-3.078	-2.749	2.605343317	0.336727653	0.034	0	0	0.007	0.033	0
WBGene00021706	srbc-39	FALSE	FALSE	FALSE		4.232063878	0.595154057	-3.322	-3.322	-3.109	-1.244	-3.078	-3.322	1.684715197	0.567954132	0.023	0.004	0.008	0.013	0.088	0.019
WBGene00021710	cyp-33C11	FALSE	FALSE	FALSE	-0.298507678	-1.398342371	3.181881531	-2.499	-3.322	-2.695	-3.123	-2.928	-1.253	-1.399633082	0.714179851	0.002	0.013	0.017	0.032	0.016	0.034
WBGene00019242	srbc-40	FALSE	FALSE	FALSE	0.531227555	-0.25540945	2.885677395	-2.658	-3.322	-2.528	-2.825	-3.073	-2.251	-0.480770659		0	0.008	0.004	0.016	0.076	0.035
WBGene00019243	fbxb-72	FALSE	FALSE	FALSE	-0.256579924	1.310923914	0.759743311	-0.569	-2.105	0.754	2.027	-0.169	0.522	-3.239901592	0.095512254	0	0.05	0.321	0.048	0.422	0.308
WBGene00001564	icl-1	FALSE	FALSE	FALSE	-0.738445794	-1.771972773	-1.115533621	5.414	4.687	5.537	3.774	5.059	3.947	0.031449245	0.974553497	6.317	6.182	113.504	0.442	2.34	3.44
WBGene00219801	C05E4.16	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00005228	srh-2	FALSE	FALSE	FALSE	0.789753074	-0.505425253	-2.991407019	-2.917	-3.322	-1.37	-1.744	-1.904	-3.322	0.049548676	0.987619747	0.011	0.013	2.284	0.019	0.109	0.17
WBGene00005613	srj-25	FALSE	FALSE	FALSE		2.352644722	0.551732079	-3.322	-3.322	-3.322	-3.043	-2.886	-2.797			0	0	0.024	0.011	0	0.045
WBGene00005612	srj-24	FALSE	FALSE	FALSE		1.390802126		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	0.60123711		0.004	0	0.013	0.009	0.02	0.026
WBGene00015489	C05E4.7	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-2.818	-3.322	-3.322			0	0	0.064	0.012	0	0.018
WBGene00006182	str-134	FALSE	FALSE	FALSE			0.595115533	-3.322	-3.322	-3.322	-3.322	-3.097	-3.322			0	0	0	0.011	0	0
WBGene00006181	str-133	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00005516	sri-4	FALSE	FALSE	FALSE			2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.011	0	0
WBGene00006288	str-262	FALSE	FALSE	FALSE		0.942574475	-2.585216733	-3.322	-3.322	-2.244	-1.728	-2.093	-3.322	0.240568417		0.003	0.004	0.122	0.007	0	0
WBGene00005642	srp-1	FALSE	FALSE	FALSE	-2.334909947	-2.116280251	-1.852519453	1.774	-2.009	1.871	-0.221	1.599	-0.119	1.745342653	0.125531784	0.118	0.216	2.848	0.03	0.02	0.058
WBGene00006087	str-20	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.022	0.004	0	0
WBGene00206359	C05E4.15	FALSE	FALSE	FALSE	-0.635317908	0.127342323	3.917257795	-1.421	-2.644	-0.168	-0.042	-2.541	0.189	-3.321873699	0.00783546	0.005	0.074				
WBGene00015491	C05E4.12	FALSE	FALSE	FALSE		-0.11963462	0.595154057	-3.322	-3.322	-2.706	-3.322	-2.694	-3.322	-0.120100277		0.018	0.025	0.033	0.013	0.06	0.055
WBGene00005643	srp-2	FALSE	FALSE	FALSE	-1.232648457	-1.756355724	-1.979080092	2.942	1.776	2.731	1.012	3.018	1.073	0.413809385	0.436789796	1.387	1.041	2.987	1.436	3.994	3.723
WBGene00006266	str-238	FALSE	FALSE	FALSE	0.531342714	0.054096078	-0.454441096	-2.708	-3.322	-2.462	-2.427	-2.566	-2.935	6.805981043	3.34041E-18	0.902	0.008	0.077	0.019	0	0
WBGene00019983	sti-1	FALSE	FALSE	FALSE	0.859919377	-1.03850558	-0.568382726	6.428	7.295	5.936	4.895	5.989	5.426	-0.177327871	0.291435607	320.759	362.709	144.558	475.585	112.633	118.315
WBGene00019982	srbc-58	FALSE	FALSE	FALSE	-0.515031966	-1.428076895	1.346506871	-2.306	-3.322	-2.368	-3.02	-2.819	-2.658	2.097881199	0.05044643	0.11	0.025				
WBGene00044514	R09E12.9	FALSE	FALSE	FALSE	-0.818820552	0.617747254	-0.045578113	-1.197	-3.322	-1.436	-1.027	-1.332	-2.275	2.511233759	0.003214677	0.304	0.051	0.874	0.237	1.527	1.293
WBGene00019981	srbc-59	FALSE	FALSE	FALSE		1.797759004	0.577342391	-3.322	-3.322	-3.082	-2.654	-3.072	-3.322	0.961907492		0.01	0				
WBGene00044091	srbc-60	FALSE	FALSE	FALSE	0.22153146	4.128659504	1.5391593	-1.812	-2.247	-2.937	-0.464	-3.067	-2.895	0.60123711		0.004	0	0.046	0.012	0.073	0.104
WBGene00020060	srab-16	FALSE	FALSE	FALSE	0.531299961	0.951252915	0.551741017	-2.707	-3.322	-2.914	-2.785	-2.876	-2.788	1.707004341		0.016	0	0.044	0.018	0.05	0.014
WBGene00020059	srab-15	FALSE	FALSE	FALSE			2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00020062	nhr-270	FALSE	FALSE	FALSE	0.857956674	5.231172951	2.036965155	-2.67	-2.729	-3.322	-1.864	-2.505	-1.188	-1.307595989	0.289318925	0.032	0.076	0	0.195	0.319	0.533
WBGene00206411	R13D11.11	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00020058	R13D11.4	FALSE	FALSE	FALSE	0.207800989	0.209690949	-2.639733289	-0.643	-0.195	-0.629	-0.446	0.265	-2.055	0.260531494	0.771422642	0.319	0.268				
WBGene00020063	R13D11.10	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.051	0	0.004
WBGene00020057	R13D11.3	FALSE	FALSE	FALSE			2.03262546	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.812	0.026	0.073	0.008
WBGene00020056	R13D11.1	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.011	0	0
WBGene00005923	srx-32	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.028	0.005	0.011
WBGene00005922	srx-31	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.003	0.004	0.024	0.004	0.017
WBGene00005921	srx-30	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.005				
WBGene00018313	F41H8.2	FALSE	FALSE	FALSE	0.789813324	0.241884493		-2.821	-3.322	-2.831	-2.842	-3.322	-3.322	-0.750338536		0.004	0.012	0	0.072	0.073	0.048
WBGene00018312	F41H8.1	FALSE	FALSE	FALSE	0.789776034	0.846596294	2.032527303	-2.827	-3.322	-3.098	-3.028	-3.322	-3.322	-1.241259354	0.418098246	0.023	0.05	0.007	0.014	0.038	0
WBGene00201947	F41H8.5	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00019561	K09C6.7	FALSE	FALSE	FALSE	0.78973748	0.891493121	-1.728898166	-3.028	-3.322	-3.199	-3.15	-2.757	-3.322	9.106779591	0	105.347	0.196	276.022	0.044	0.095	0.167
WBGene00044778	K09C6.10	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-2.757	-3.322	-3.322	4.471361254	4.45008E-05	0.237	0	0.207	0.019	0.031	0
WBGene00019562	K09C6.8	FALSE	FALSE	FALSE	2.162390758	1.390847442	0.577419876	-3.322	-3.322	-3.322	-3.322	-3.205	-3.322	7.851967532	4.7864E-260	21.296	0.096	51.249	0.011	0.019	0.04
WBGene00019560	K09C6.6	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	4.58151426	8.15514E-06	0.237	0.005	0.348	0.011	0.038	0
WBGene00201938	K09C6.11	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00019559	srbc-13	FALSE	FALSE	FALSE		2.352636078		-3.322	-3.322	-3.322	-3.021	-3.322	-3.322			0	0				
WBGene00019558	srbc-12	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.003	0	0.004	0	0
WBGene00019557	K09C6.3	FALSE	FALSE	FALSE		-0.024812051		-3.322	-3.322	-2.821	-3.322	-3.322	-3.322			0	0	0	0.012	0.003	0.004
WBGene00019563	K09C6.9	FALSE	FALSE	FALSE	0.954016714	-1.378777247	-1.709761492	-0.768	0.098	-0.195	-1.32	0.055	-1.885	0.129375118	0.93431283	0.566	0.52	7.678	0.02	0	0
WBGene00019556	K09C6.2	FALSE	FALSE	FALSE	-0.293203935	-0.089800042	-0.800540505	-2.937	-3.322	-3.2	-3.233	-2.817	-3.068	9.321966149	2.9156E-150	28.32	0.046	25.341	0.009	0	0.004
WBGene00235188	K09C6.12	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00020155	T02B11.3	FALSE	FALSE	FALSE	-1.336837928	-2.81901814	-2.785065289	3.107	1.763	2.611	-0.073	2.812	0.164	1.52343108	0.270299222	2.526	0.88	18.986	0.095	0.025	0.084
WBGene00020156	T02B11.4	FALSE	FALSE	FALSE	-2.323451974	-2.05904892	-1.716151312	0.489	-2.241	0.449	-1.426	0.609	-0.958	0.673588167	0.614384223	0.418	0.265	1.913	0.014	0.002	0.05
WBGene00006118	str-53	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	0.60123711		0.003	0				
WBGene00044777	T02B11.9	FALSE	FALSE	FALSE	2.16234267	1.390750809	2.994283963	-3.322	-3.322	-3.322	-3.322	-3.322	-2.771	10.17204337	2.3682E-144	98.386	0.091	148.373	0.027	0.065	0.095
WBGene00044776	T02B11.8	FALSE	TRUE	FALSE	-0.138538785	5.55610112	-0.6867799	-1.345	-1.08	-0.927	4.344	-0.725	-1.227	-0.062979107	0.967769908	0.214	0.227	0.268	0.018	0.061	0.076
WBGene00005210	srg-53	FALSE	FALSE	FALSE	0.531299961	0.764064525		-2.654	-3.322	-2.867	-2.822	-3.322	-3.322	1.34192161		0.018	0.003	0.024	0.003	0.03	0
WBGene00005622	srj-38	FALSE	FALSE	FALSE			0.595154057	-3.322	-3.322	-3.322	-3.322	-3.098	-3.322	0.961907492		0.009	0	0	0.002	0	0
WBGene00020157	T02B11.6	FALSE	FALSE	FALSE	-0.515072859	-2.052443901	-1.410050265	-2.564	-3.322	-2.784	-3.322	-2.736	-3.322	-1.024018597	0.652005071	0.02	0.041	0.005	0.012	0	0.019
WBGene00255731	T02B11.11	FALSE	FALSE	FALSE		1.390871213		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.004				
WBGene00255732	T02B11.12	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.004				
WBGene00255733	T02B11.13	FALSE	FALSE	FALSE		1.390803573	2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00235327	T02B11.10	FALSE	FALSE	FALSE		1.390803573		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00003550	nas-32	FALSE	FALSE	FALSE	-0.388966027	-1.661998133	-1.593673837	-0.002	-1.068	-0.264	-1.676	-0.153	-1.451	2.135658394	0.006839332	0.083	0.018	0.274	0.071	0.198	0.2
WBGene00001480	fmo-5	FALSE	FALSE	FALSE	0.416470675	-0.704122709	-0.281573587	1.656	2.092	1.516	0.831	1.763	1.497	1.113160118	5.58368E-15	3.31	1.534	6.29	1.572	1.468	1.55
WBGene00019241	trm-2A	FALSE	FALSE	FALSE	0.126228402	-0.075641924	-0.313768919	4.556	4.696	4.469	4.391	4.637	4.329	-0.248105749	0.020991218	31.81	37.778	17.899	42.368	28.428	28.092
WBGene00019240	H24K24.3	FALSE	FALSE	FALSE	0.150664458	-0.286230618	-0.210580417	5.345	5.505	4.917	4.633	5.134	4.927	-1.152520645	1.55808E-36	42.743	95.017	33.358	253.597	121.37	133.15
WBGene00019239	H24K24.2	FALSE	FALSE	FALSE	-0.108682046	1.447601334	0.092301388	-1.886	-2.555	0.172	1.525	-1.197	-1.203	1.196387016	0.253370151	0.05	0.022	0.073	0.025	0.112	0.125
WBGene00172957	21ur-11651	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00021747	Y50D4C.2	FALSE	FALSE	FALSE	-0.058034224	-1.433592457	-0.676870388	1.974	1.925	2.091	0.698	2.19	1.54	-1.483264796	1.60894E-10	1.356	3.801	1.838	1.875	2.016	2.154
WBGene00021748	Y50D4C.3	FALSE	FALSE	FALSE	-0.583323056	-1.377125752	-1.273895706	4.304	3.722	4.247	2.884	4.318	3.057	-0.286583421	0.007613012	25.181	30.709	23.906	25.324	13.254	14.765
WBGene00021750	Y50D4C.6	FALSE	FALSE	TRUE	0.724641307	1.889292609	2.802885557	2.617	3.327	2.694	4.562	2.424	5.214	-1.729981132	2.42667E-57	7.913	26.251	9.703	39.539	67.523	63.194
WBGene00005024	sqv-6	FALSE	FALSE	FALSE	2.097322056	0.217030402	-0.51156742	4.449	6.534	4.864	5.081	4.599	4.094	-1.11827648	9.97174E-12	11.753	25.513	13.129	27.682	5.129	5.783
WBGene00196278	Y50D4C.7	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00197318	Y50D4C.8	FALSE	FALSE	FALSE		0.802514721	-1.978775852	-3.322	-3.322	-0.137	-0.291	-0.692	-3.322			0	0				
WBGene00201430	Y50D4C.10	FALSE	FALSE	FALSE	0.787923253	-1.430148872	0.539640395	-1.571	-3.322	-0.031	-2.117	-1.734	-2.014			0	0				
WBGene00200351	Y50D4C.9	FALSE	FALSE	FALSE		1.390803573		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00006770	unc-34	FALSE	FALSE	FALSE	0.294027546	0.674980445	0.39454754	4.346	4.659	4.13	4.802	4.116	4.514	-1.049076436	5.80389E-07	12.016	24.856	19.106	58.121	9.98	11.582
WBGene00220173	Y50D4C.11	FALSE	FALSE	FALSE	2.162355023	-2.639118981	-1.741099336	-3.322	-3.322	0.174	-3.322	-0.18	-3.322	0.60123711		0.036	0				
WBGene00021749	Y50D4C.5	FALSE	FALSE	FALSE	0.65171084	-0.231949807	1.165351515	5.512	6.179	5.09	4.86	5.458	6.622	-0.002261385	0.994002799	30.698	30.743	19.962	62.563	13.741	14.621
WBGene00019971	ergo-1	FALSE	FALSE	FALSE	0.287020641	1.963963429	0.014338565	6.808	7.103	6.512	8.475	6.697	6.71	-3.208583874	8.7876E-42	10.224	94.5	16.792	153.807	65.907	100.92
